"UNITID","SITEID","UNITNAME","UNITHANDLE","UNITTYPEID","COLLECTID","DEPOSITID","COLLDATE","WATERDEPTH","NEO_HANDLE","UNIT_COMMT","COLL_SPEC","IS_CHAR","IS_IPPD","IS_NEOTOMA","UNIT_REF","NEO_UNITID"
193,"PAL00267","Kings Tableland Swamp_short core","KINGSTABSH",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Black:2001kings",NA
194,"PAL00267","Kings Tableland Swamp_core1","KINGSTAB",5,20,-9999,"",-9999.99,"","","","true","false","false","Chalson:1991thesis",NA
195,"PAL00268","Kings Waterhole_core1","KINGSWATER",5,14,84,"1/04/2004",0.1,"","","","true","false","false","Black:2006thesis",NA
196,"PAL00269","Kohika_core1","KOHIKA",5,-9999,84,"",-9999.99,"","","","true","false","false","McGlone:1981tephra",NA
197,"PAL00270","Kohuora Core A Core B composite","KOHUORA",5,7,-9999,"1/01/1995",-9999.99,"","","","true","false","false","Newnham:2007auckland",NA
198,"PAL00271","Z0204","Z0204",5,14,84,"21/05/2002",-9999.99,"","","","true","false","false","Hazell:2004thesis",NA
199,"PAL00271","Kopouatai Bog Core A (21) Core B (22) composite","KOPOUAB",5,20,84,"",-9999.99,"","","","true","false","false","Newnham:1990thesis",NA
200,"PAL00272","Kopouatai Bog Core 15","KOPOU15",5,20,84,"",-9999.99,"","","","true","false","false","Newnham:1995bog",NA
201,"PAL00273","Kosipe KPA","KPA",5,19,84,"",-9999.99,"","","","true","false","false","Hope:2009environmental",NA
202,"PAL00274","Kosipe KPC","KPC",5,20,84,"",-9999.99,"","","","true","false","false","Hope:2009environmental",NA
203,"PAL00275","Kosipe KPE","KPE",5,-9999,84,"1/06/1974",-9999.99,"","","","true","false","false","Hope:2009environmental",NA
204,"PAL00276","Kugubaru section","KUGUBARU",5,7,116,"",0,"","","","true","false","false","Haberle:1993tari",NA
205,"PAL00277","Kurnell Fen Core 1","KURNELL1",5,20,-9999,"1983",-9999.99,"","","","true","false","false","Martin:1994kurnell",NA
206,"PAL00277","Kurnell Fen Core 2","KURNELL2",5,20,-9999,"1988",-9999.99,"","","","true","false","false","Martin:1994kurnell",NA
207,"PAL00278","Lachlan River Section 6 Bore 14747","LACHLANRVR",5,-9999,28,"",-9999.99,"","","","true","false","false","Martin:1987lachlan",NA
208,"PAL00279","Lagoon Saddle_core1","LGNSADDLE",5,-9999,111,"2008",-9999.99,"","","","true","false","false","McWethy:2010rapid",NA
209,"PAL00280","Lahakai Swamp_core1","LAHAKAI",5,14,84,"1987",-9999.99,"","","","true","false","false","Prebble:2010manus",NA
210,"PAL00069","Lake Baraba_core1","BARABA",5,14,111,"1/06/2003",-9999.99,"","","","true","false","false","Black:2006baraba",NA
211,"PAL00043","Lake Bolac LB","BOLAC",5,18,111,"",-9999.99,"","","","true","false","false","Cook:2009record",NA
212,"PAL00281","LBG WL 2011","LBGWL2011",5,18,111,"2011",9,"","","","true","false","false","Pritchard:2019burley",NA
213,"PAL00060","Lake Burn_core1","LKBURN",5,19,111,"",0.8,"","","","true","false","false","Mills:2013drought",NA
214,"PAL00282","Lake Clearwater_core1","CLEARWTR",5,17,111,"",2,"","","","true","false","false","Woodward:2014disturbance",NA
215,"PAL00034","Lake Colac_core1","COLAC",5,14,111,"",0,"","","","true","false","false","Mills:2013drought",NA
216,"PAL00115","Lake Condah_core1","LKCONDAH",5,18,111,"",0,"LC1B","","Missen hydraulic piston sample","true","true","true","Builth:2008eccles",37912
217,"PAL00116","Lake Condah core 1b","LC1B",5,19,111,"1/01/1986",-9999.99,"","","","true","true","true","Head:1989condah",NA
218,"PAL00068","LC2","LC2",5,21,111,"",1.8,"","","","true","false","false","Forbes:2021interglacials",NA
219,"PAL00068","Lake Couridjah_core1","COURIDJAH",5,-9999,111,"",-9999.99,"","","","true","false","false","Clark:1997thirlmere",NA
220,"PAL00283","Lake Curlip_core1","CURLIP",5,19,84,"",-9999.99,"","","","true","false","false","Ladd:1978curlip",NA
221,"PAL00053","Lake Dobson_core1","DOBSON",5,19,111,"1/01/2009",-9999.99,"","","","true","false","false","Rees:2015dobson",NA
222,"PAL00284","Lake Emma_core1","LKEMMA",5,7,111,"",4,"","","","true","false","false","Woodward:2014disturbance",NA
223,"PAL00285","Lake Euramoo_core1","EURAMOO",5,19,111,"1/07/1999",18,"","","","true","false","false","Haberle:2005euramoo",NA
224,"PAL00054","Lake Eyre Core LE 82/2","EYRE82",5,-9999,111,"1982",-9999.99,"","","","true","false","false","Gillespie:1991eyre",NA
225,"PAL00021","Lake Flannigan King Island Core LF","LKFLANN",5,20,84,"",-9999.99,"","","","true","false","false","DCosta:1997thesis",NA
226,"PAL00286","FORS1-LC","FORS1LC",5,18,111,"",-9999.99,"","","","true","false","false","Woodward:2005forsyth",NA
227,"PAL00033","Lake Frome Core LF 82/2","FROME82",5,19,111,"1982",-9999.99,"","","","true","false","false","Bowler:1986radiocarbon",NA
228,"PAL00287","TAS1102","TAS1102",5,19,111,"1/01/2011",1.2,"","","","true","false","false","Mariani:2017pacific",NA
229,"PAL00130","Gemco LG2","LG2",5,18,111,"1/07/1972",-9999.99,"","unclear how this core relates to NEO_HANDLE 'LGEORGE'","","true","false","false","Singh:1985cainozoic",NA
230,"PAL00130","Gemco LG1 LG3 composite","LG1LG3",5,18,111,"1/07/1972",-9999.99,"","unclear how this core relates to NEO_HANDLE 'LGEORGE'","","true","false","false","Singh:1985cainozoic",NA
231,"PAL00288","TAS1106","TAS1106",5,19,111,"1/01/2011",30,"","","","true","false","false","Mariani:2017coupling",NA
232,"PAL00289","Lake Habbema_core1","HABBEMA",5,-9999,111,"",-9999.99,"","","","true","false","false","Haberle:2001burning",NA
233,"PAL00290","Lake Hakanoa_core1","HAKANOA",5,-9999,111,"",-9999.99,"","","","true","false","false","Hogg:1987waikatoi",NA
234,"PAL00291","Lake Hanson Core 12","HANSON",5,19,111,"2012",6.5,"","","","true","false","false","Stahle:2017cradle",NA
235,"PAL00331","Lower Lake Hogayaku HGL core","HOGAYAKU",5,-9999,111,"",-9999.99,"","","","true","false","false","Peterson:2002mountain",NA
236,"PAL00037","Lake Hordern centre core B","HODERNB",5,-9999,111,"",-9999.99,"","","","true","false","false","Head:1980aire",NA
237,"PAL00038","Lake Hordern main core A","HODERNA",5,20,111,"",-9999.99,"","","","true","false","false","Head:1980aire",NA
238,"PAL00114","Lake Hordorli_core1","HORDORLI",5,14,84,"14-12-1986",0,"HORDORLI","COREDATE source is IPPD. 40m NE of outlet","Base not reached","true","true","true","Hope:1994irian",35081
239,"PAL00292","TAS1503","TAS1503",5,19,111,"1/01/2015",14,"","","","true","false","false","Mariani:2017pacific",NA
240,"PAL00293","Lake Johnson_core1","LKJOHNSON",5,-9999,111,"2009",-9999.99,"","","","true","false","false","McWethy:2010rapid",NA
241,"PAL00294","Lake Johnston Core JA","LKJOHNST",5,41,-9999,"",-9999.99,"","","","true","false","false","Anker:2001johnston",NA
242,"PAL00057","TAS1203","TAS1203",5,19,111,"1/01/2012",12,"","","","true","false","false","Mariani:2017pacific",NA
243,"PAL00137","Lake Kirkpatrick 2007 core","KIRK2007",5,19,111,"2007",-9999.99,"","","","true","false","false","McWethy:2009fires",NA
244,"PAL00137","KIRK09","KIRK09",5,7,111,"5/02/2009",4.5,"KIRKPAT","","polycarbonate tube (Klien core)","true","true","true","McWethy:2010rapid",11139
245,"PAL00295","KTB17","KTB17",5,18,111,"2018",-9999.99,"","","","true","false","false","Long:2021anthropocene",NA
246,"PAL00296","Lake Letitia_core1","LETITIA",5,-9999,111,"2008",-9999.99,"","","","true","false","false","McWethy:2010rapid",NA
247,"PAL00297","Lake Lilla Core 12F","LILLA",5,17,111,"2012",13.2,"","","","true","false","false","Stahle:2017cradle",NA
248,"PAL00059","LMN1","LMN1",5,14,111,"1/09/2018",0,"","","","true","false","false","Hanson:2022fitzroy",NA
249,"PAL00035","Lake Modewarre_core1","MODEWARRE",5,14,111,"1/11/2009",0,"MODEWARRE","","","true","true","true","Mills:2013drought",39636
250,"PAL00298","Lake Mountain_core1","LKMNT",5,19,84,"",-9999.99,"","","","true","false","false","McKenzie:1997highlandsi",NA
251,"PAL00299","TAS1107","TAS1107",5,19,111,"1/01/2011",24.1,"","","","true","false","false","Mariani:2017pacific",NA
252,"PAL00300","Lake Ohia_core1","OHIA",5,19,84,"",-9999.99,"","","","true","false","false","Elliot:1997thesis",NA
253,"PAL00301","Lake Okoroire A1 B3 D1 E1 composite","OKOROIRE",5,19,111,"",2.3,"","","","true","false","false","Newnham:1989waikato",NA
254,"PAL00302","Lake Omapere Core E1","OMAPERE",5,19,111,"",-9999.99,"","","","true","false","false","Newnham:2004omapere",NA
255,"PAL00071","TAS1110","TAS1110",5,19,111,"1/01/2011",9.5,"","","","true","false","false","Mariani:2017pacific",NA
256,"PAL00303","Lake Pedder pond_core1","PEDDER",5,20,111,"",-9999.99,"","","","true","false","false","Fletcher:2007pedder",NA
257,"PAL00070","TAS1303","TAS1303",5,19,111,"1/03/2013",23,"","","","true","false","false","Cadd:2019tasmanian",NA
258,"PAL00304","Lake Pupuke core P5","PUPUKE",5,7,111,"",-9999.99,"","","","true","false","false","Horrocks:2005pupuke",NA
259,"PAL00036","Lake Purrumbete_core1","PURRUMB",5,-9999,111,"",6,"","","","true","false","false","Mills:2013drought",NA
260,"PAL00019","TAS1504","TAS1504",5,19,111,"1/01/2015",42,"","","","true","false","false","Mariani:2017pacific",NA
261,"PAL00305","Lake Rotoiti_core1","ROTOITI",5,20,111,"",-9999.99,"","","","true","false","false","Davidson:1976masters",NA
262,"PAL00306","Lake Rotokauri A1 A3 B1 B2 composite","ROTOKAU",5,19,111,"",4,"","","","true","false","false","Newnham:1989waikato",NA
263,"PAL00307","Lake Rotokauri A1","ROTOKAUA1",5,19,111,"",4,"","","","true","false","false","Newnham:1990thesis",NA
264,"PAL00308","Lake Rotokauri B1 B2 composite","ROTOKAUB",5,19,111,"",4,"","","","true","false","false","Newnham:1990thesis",NA
265,"PAL00309","Lake Rotomanuka A1 B1 composite","ROTOMANU",5,19,111,"",8,"","","","true","false","false","Newnham:1989waikato",NA
266,"PAL00310","Lake Rotongaio RNGA3","RNGA3",5,19,111,"",5,"","","","true","false","false","Wilmshurst:1995thesis",NA
267,"PAL00311","Lake Rotonuiaha RNUI3","RNUI3",5,19,111,"",29,"","","","true","false","false","Wilmshurst:1995thesis",NA
268,"PAL00312","Lake Sarah_core1","LKSARAH",5,-9999,111,"2008",-9999.99,"","","","true","false","false","McWethy:2010rapid",NA
269,"PAL00121","TAS1402","TAS1402",5,-9999,111,"1/01/2014",7.4,"","","","true","false","false","Mariani:2017pacific",NA
270,"PAL00121","Lake Selina_core1","SEL1999",5,42,111,"01-02-1993",6.5,"SEL1999","COREDATE source is IPPD","","true","true","true","Colhoun:1999selina",38277
271,"PAL00044","Lake Surprise_core1","LKSURPRISE",5,19,111,"",12,"","","","true","false","false","Builth:2008eccles",NA
272,"PAL00313","Lake Sylvester Plateau LS1","LS1",5,14,84,"",-9999.99,"","","","true","false","false","Shulmeister:2003cobb",NA
273,"PAL00313","Lake Sylvester Plateau LS3","LS3",5,14,84,"",-9999.99,"","","","true","false","false","Shulmeister:2003cobb",NA
274,"PAL00257","Lake Tangonge Kaitaia Bog_core1","TANGONGE",5,19,84,"",-9999.99,"","","","true","false","false","Elliot:2005tangonge",NA
275,"PAL00314","Lake Tauanui Borehole 1","TAUANUI",5,19,111,"",-9999.99,"","","","true","false","false","Elliot:1998tauanui",NA
276,"PAL00315","Lake Taumatawhana_core1","TAUMATAW",5,19,111,"",6.5,"","","","true","false","false","Elliot:1995taumatawhana",NA
277,"PAL00316","Lake Te Aroha_core1","TEAROHA",5,19,111,"2007",-9999.99,"","","","true","false","false","McWethy:2009fires",NA
278,"PAL00317","Lake Terang T1 T8 composite","TERANG",5,7,84,"1/02/1985",-9999.99,"","","","true","false","false","DCosta:1995terang",NA
279,"PAL00318","Lake Thomas_core1","LKTHOMAS",5,19,111,"2007",-9999.99,"","","","true","false","false","McWethy:2009fires",NA
280,"PAL00040","Lake Turangmoroke LTC1","LTC1",5,18,111,"",-9999.99,"","","","true","false","false","Cook:2009record",NA
281,"PAL00041","Lake Turangmoroke LTC2","LTC2",5,7,111,"",-9999.99,"","","","true","false","false","Cook:2009record",NA
282,"PAL00319","Lake Tutira LT16","LT16",5,19,111,"",38,"","","","true","false","false","Wilmshurst:1995thesis",NA
283,"PAL00015","Lake Tyrrell Site 1_core1","TYRRELL1",5,19,111,"1980",0.5,"","","","true","false","false","Luly:1986tyrrell",NA
284,"PAL00016","Lake Tyrrell Site 2_core1","TYRRELL2",5,19,111,"1/12/1981",0.5,"TYRRELL2","IPPD: Playa; IPPD coring date: 01/01/1984","","true","true","true","Luly:1986tyrrell",38166
285,"PAL00122","TAS1108 SC LCA composite","TAS1108SC1",5,19,111,"1/01/2011",48,"TAS1108SC1","","","true","true","true","Mariani:2017pacific",18534
286,"PAL00123","TAS1508N1","TAS1508N1",5,19,111,"1/12/2015",48.6,"","","","true","false","false","Beck:2019tasmania",NA
287,"PAL00320","Lake Waiau Swamp pollen core","WAIAU",5,20,84,"",-9999.99,"","","","true","false","false","Bussell:1988wanganui",NA
288,"PAL00321","Lake Waikopiro LW8","LW8",5,19,111,"",14,"","","","true","false","false","Wilmshurst:1995thesis",NA
289,"PAL00322","Lake Wairarapa LW2","LW2",5,19,111,"25/09/2009",2.7,"","","","true","false","false","Trodahl:2011masters",NA
290,"PAL00039","Lake Wangoom LW87 core","LW87",5,18,111,"",-9999.99,"","","","true","false","false","Harle:2002wangoom",NA
291,"PAL00039","Lake Wangoom_core1","WANGOOM",5,18,111,"1/05/1984",-9999.99,"","","","true","false","false","Edney:1990wangoom",NA
292,"PAL00323","Lake Wanum_core1","WANUM",5,-9999,111,"",3.5,"","","","true","false","false","Haberle:2005tropics",NA
293,"PAL00324","Lake Wanum LW II","LWII",5,19,111,"1974",-9999.99,"","","","true","false","false","GarrettJones:1979markham",NA
294,"PAL00067","Lake Werri Berri WB3","WB3",14,40,111,"1/06/2019",0,"","","","true","false","false","Constantine:2022thesis",NA
295,"PAL00325","Lake Wilks_core1","WILKS",5,19,111,"2012",-9999.99,"","","","true","false","false","Stahle:2017cradle",NA
296,"PAL00326","Laravita Tarn_core1","LARAVITA",5,-9999,84,"1/06/1974",-9999.99,"","","","true","false","false","Hope:2009environmental",NA
297,"PAL00022","LL10","LASHLL10",5,14,111,"",-9999.99,"","","","true","false","false","Clark:1983thesis",NA
298,"PAL00022","LL15","LASHLL15",5,14,111,"",-9999.99,"","","","true","false","false","Clark:1983thesis",NA
299,"PAL00022","Lashmar's Lagoon_core1","LASHMAR",5,19,111,"",0.9,"","","","true","false","false","Wilson:2022kangaroo",NA
300,"PAL00327","Letham Burn_core1","LETHAMB",5,14,84,"",-9999.99,"","","","true","false","false","Vandergoes:1997takitimu",NA
301,"PAL00328","Lewis Pass_core1","LEWISPASS",5,-9999,111,"2008",-9999.99,"","","","true","false","false","McWethy:2010rapid",NA
302,"PAL00051","Little Llangothlin Lagoon LL10","LLANGLL10",5,19,-9999,"",-9999.99,"","","","true","false","false","Woodward:2014southeastern",NA
303,"PAL00052","Little Llangothlin Lagoon LL11C","LL11C",5,19,-9999,"",-9999.99,"","","","true","false","false","Ellerton:2017glacial",NA
304,"PAL00020","Little Swamp_core1","LITTLESWP",5,14,111,"",-9999.99,"","","","true","false","false","Clark:1983thesis",NA
305,"PAL00329","Lizard Island Site 17 Trench 2","LIZARD17",6,5,29,"1/10/2009",0,"","","","true","false","false","Lentfer:2013lizard",NA
306,"PAL00142","LIWB01","LIWB01",5,20,112,"2009",-9999.99,"","","","true","false","false","Proske:2012island",NA
307,"PAL00031","Loch Sport Swamp_core1","LOCHSPORT",5,20,84,"",-9999.99,"","","","true","false","false","Hooley:1980whale",NA
308,"PAL00330","Long Swamp Core A","LONGSWP",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Head:1988discovery",NA
309,"PAL00072","Lynchs Crater 2007 composite","LYNCH2007",5,-9999,111,"",-9999.99,"LYNCH_A_74","Matching NEO_HANDLEs are 'LYNCHA' and 'LYNCHA74'. The top 17 m were collected with a modified Vallentyne piston sampler but increasing dryness and compaction of the sediment with depth prevented further penetration. A much stronger sampler with the piston attached to a central rod within a tubular casing operated with the aid of chain hoists attached to a drilling rig was constructed to allow coring to 20 m.","Vallentyne piston sampler","true","false","true","Kershaw:1976lynchs",NA
310,"PAL00073","Lynchs Crater Holocene Core 2","LYNCHHOL",5,20,111,"",-9999.99,"","","","true","false","false","Kershaw:1986climatic",NA
311,"PAL00117","Main Lake Tower Hill_core2","MLTH2010",5,19,111,"1/01/2010",0.1,"","","","true","false","false","Mills:2013drought",NA
312,"PAL00117","Main Lake Tower Hill_core1","MLTH1984",5,19,111,"1/01/1984",0.36,"","","","true","false","false","DCosta:1989tower",NA
313,"PAL00332","Maori Lakes East Centre_core1","MAORIC",5,7,111,"",1.6,"","","","true","false","false","Woodward:2014disturbance",NA
314,"PAL00333","Maori Lakes East Edge_core1","MAORIEDG",5,14,111,"",-9999.99,"","","","true","false","false","Woodward:2014disturbance",NA
315,"PAL00101","MARR02","MARR02",5,14,111,"1/06/2010",0.5,"","","","true","false","false","Moss:2015wellesley",NA
316,"PAL00102","MARR04","MARR04",5,14,111,"1/06/2012",0.5,"","","","true","false","false","Mackenzie:2016geochemical",NA
317,"PAL00334","Marton Swamp_core1","MARTONSWP",5,-9999,84,"",2,"","","","true","false","false","Johnson:1994kurnell",NA
318,"PAL00074","MAR2","MAR2",5,41,111,"1/09/2015",11,"","","","true","false","false","Rehn:2020thesis",NA
319,"PAL00335","McKenzie Road Bog_core1","MCKENZIE",5,-9999,84,"",0.5,"","","","true","false","false","Robertson:1986fire",NA
320,"PAL00008","Micalong Swamp Core MS3","MICALONG",5,-9999,-9999,"01-01-1993",-9999.99,"MICALONG","COREDATE source is IPPD","","true","true","true","Kemp:2014tablelands",38165
321,"PAL00336","MPL12","MPL12",5,20,84,"10/03/2012",0,"MP.LGN","","","true","true","true","McWethy:2017aboriginal",36061
322,"PAL00337","Middle Patriarch Swamp_core1","MIDPAT",5,-9999,84,"",0,"","","","true","false","false","Ladd:1992flinders",NA
323,"PAL00338","Mill Bay_core1","MILLBAY",5,20,84,"",-9999.99,"","","","true","false","false","Fletcher:2010holocene",NA
324,"PAL00339","Mill Creek cores 1, 2, 4 composite","MILLCK",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Devoy:1994hawkesbury",NA
325,"PAL00340","Moanatuatua Bog Cores 1201 1202 composite","MOANATUA",5,14,84,"1/11/2012",-9999.99,"","","","true","false","false","Jara:2017pollen",NA
326,"PAL00341","Z0206","Z0206",5,14,84,"23/05/2002",-9999.99,"","","","true","false","false","Hazell:2004thesis",NA
327,"PAL00143","Moon Point MP","MOON2012",5,14,84,"1/07/2011",0.5,"MOON2012","Three sediment cores were collected using a hand-held D-section (or Russian) peat corer. Two cores (a 0.45-m core and a 0.95-m core) were taken from Wathumba (Fig. 2) and a 3.15-m core was collected from Moon Point (Fig. 3). These cores underwent detailed sedimentological, palynological and char- coal analysis to characterise the environmental history of the Moon Point and Wathumba patterned fen complexes.","","true","true","true","Moss:2016sandy",41542
328,"PAL00342","Motutangi_core1","MOTUTANGI",5,21,84,"",0,"","","","true","false","false","Horrocks:2007northern",NA
329,"PAL00343","Mount Quincan Q2","QUINCANQ2",5,19,84,"1/10/2006",0.35,"","","","true","false","false","Burrows:2014humification",NA
330,"PAL00345","Mountain Lagoon_core1","MNTLAG",5,-9999,111,"",-9999.99,"","","","true","false","false","Robbie:1998mountain",NA
331,"PAL00346","Mt Hauhungatahi Site 1140_core1","HAUHUN1140",5,20,116,"",0,"","","","true","false","false","Horrocks:2000hauhungatahi",NA
332,"PAL00347","Mt Hauhungatahi Site 1170_core1","HAUHUN1170",5,20,84,"",-9999.99,"","","","true","false","false","Horrocks:1998taupo",NA
333,"PAL00348","Mt Hauhungatahi Site 1380_core1","HAUHUN1380",5,20,84,"",-9999.99,"","","","true","false","false","Horrocks:2000hauhungatahi",NA
334,"PAL00349","Mudstone Bay Swamp_core1","MUDSTONE",5,20,84,"1/12/1975",-9999.99,"","","","true","false","false","Davidson:1976masters",NA
335,"PAL00350","Muellers Rock_core1","MUELLERS",5,-9999,84,"",-9999.99,"","","","true","false","false","Worthy:2005muellers",NA
336,"PAL00351","Mulloon_core1","MULLOON",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Hope:0000mulloon",NA
337,"PAL00352","MD03-2067","MD03",5,19,9,"21/02/2003",865,"","","","true","false","false","DeDeckker:2021kangaroo",NA
338,"PAL00144","Native Companion Lagoon NCL1","NATCOMLAG",5,14,111,"1/08/2004",0,"NATCOMLAG","","","true","true","true","Petherick:2008stadials",38174
339,"PAL00353","Near Lagoon_core1","NEARLGN",5,7,111,"",-9999.99,"","","","true","false","false","Romanin:2016transition",NA
340,"PAL00354","Neon ANB2","ANB2",5,-9999,84,"1979",-9999.99,"","","","true","false","false","Hope:2009environmental",NA
341,"PAL00489","New Cave NC","NEWCAVE",5,7,110,"",0,"","","","true","false","false","Weij:2022naracoorte",NA
342,"PAL00355","Newall Creek_core1","NEWALL",5,-9999,7,"",-9999.99,"","","","true","false","false","vandeGeer:1989newall",NA
343,"PAL00356","Newnes Swamp_core1","NEWNES",5,20,-9999,"",-9999.99,"","","","true","false","false","Chalson:1991thesis",NA
344,"PAL00357","Nokomai Islands I X88/1","NOKOMAI1",6,5,111,"",0,"","","","true","false","false","McGlone:1995central",NA
345,"PAL00358","Nokomai Islands II X88/3","NOKOMAI2",5,14,116,"",0,"","","","true","false","false","McGlone:1995central",NA
346,"PAL00359","Noreikora Swamp core NORI/A/18","NORIA18",5,14,84,"",-9999.99,"","","","true","false","false","Haberle:1996eastern",NA
347,"PAL00360","North Torbreck_core1","NTORB",5,-9999,84,"",-9999.99,"","","","true","false","false","McKenzie:2002highlandsii",NA
348,"PAL00361","NEI12","NEI12",5,20,84,"12/03/2012",0,"","","","true","false","false","McWethy:2017aboriginal",NA
349,"PAL00362","Northern Awana_core1","AWANA",6,5,28,"",0,"","","","true","false","false","Horrocks:2001kaharoa",NA
350,"PAL00118","Northwest Crater Tower Hill_core1","NWTH1985",5,14,111,"1/03/1985",0,"","","","true","false","false","DCosta:1989tower",NA
351,"PAL00118","Northwest Crater Tower Hill 2008 core","NWTH2008",5,19,111,"2008",-9999.99,"","","","true","false","false","Nelson:2016variation",NA
352,"PAL00363","Notts Swamp_core1","NOTTSSWP",5,20,-9999,"",-9999.99,"","","","true","false","false","Chalson:1991thesis",NA
353,"PAL00364","Nurenk Swamp_core1","NURENK",5,-9999,84,"",0,"","","","true","false","false","Hope:1988sedimentation",NA
354,"PAL00365","Nursery Swamp_core1","NURSERY",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Rogers:2006nursery",NA
355,"PAL00366","Oaks Creek D-section Missen composite","OAKSCK",5,7,84,"",-9999.99,"","","","true","false","false","McKenzie:2002highlandsii",NA
356,"PAL00103","ODP 820","ODP820",5,19,9,"12/09/1990",278,"","","","true","false","false","Moss:2000humid",NA
357,"PAL00367","Ohinewai peatland core 9","OHINEWAI",5,-9999,116,"",0,"","","","true","false","false","McGlone:1984ohinewai",NA
358,"PAL00368","OKA1 OKA913 composite","OKARITO",5,14,84,"",-9999.99,"","","","true","false","false","Vandergoes:2005insolation",NA
359,"PAL00090","Lake Coomboo_core1","OLDC1985",5,41,111,"1985",-9999.99,"OLDC1985","Depositional environment identified as a ""perched dune lake"" in Longmore (1997)","Gemco hydraulic drill rig","true","true","true","Longmore:1997perched",41548
360,"PAL00369","Ongarue Mire_core1","ONGARUE",5,-9999,84,"",-9999.99,"","","","true","false","false","Wilmshurst:1996taupo",NA
361,"PAL00370","Otakairangi Swamp Pollen Core Q06ff59(2A)","OTAIKAIR",5,-9999,84,"",-9999.99,"","","","true","false","false","Newnham:1990thesis",NA
362,"PAL00371","TAS1501","TAS1501",5,19,111,"1/01/2015",7,"","","","true","false","false","Mariani:2017pacific",NA
363,"PAL00372","Oxford Falls Swamp cores OF1 OF2","OXFORD",5,20,84,"16/09/2009",0,"","","","true","false","false","Mooney:0000oxford",NA
364,"PAL00126","TAS1401 SC1 N1 composite","PADDYS",5,19,111,"12/11/2014",20.78,"PADDYS","Total core length of 291 cm was merged from two cores (TAS1401 SC1 and TAS1401 N1) retrieved with a Bolivia coring system (a modified Livingstone system) and a Nesje coring system.","Bolivia and Nesje","true","true","true","Beck:2017paddy",23062
365,"PAL00373","Papamoa Bog core Kt16-b","PAPAMOA",5,14,84,"2/07/1991",-9999.99,"","","","true","false","false","Newnham:1995plenty",NA
366,"PAL00374","Paranoa Swamp_core1","PARANOA",5,20,84,"",-9999.99,"","","","true","false","false","Dodson:1988quaternary",NA
367,"PAL00375","Penrith Lakes Trench","PENTRENCH",6,5,111,"",-9999.99,"","","","true","false","false","Chalson:2007penrith",NA
368,"PAL00375","Penrith Lakes Hand core","PENHAND",5,14,111,"",-9999.99,"","","","true","false","false","Chalson:2007penrith",NA
369,"PAL00375","Penrith Lakes Drill core","PENDRILL",5,19,111,"",-9999.99,"","","","true","false","false","Chalson:2007penrith",NA
370,"PAL00376","Piano Point Lagoon_core1","PIANOLGN",5,-9999,111,"1/12/2019",-9999.99,"","","","true","false","false","Adeleye:2021furneaux",NA
371,"PAL00377","Pine Camp_core1","PINECAMP",5,20,111,"",0.2,"","","","true","false","false","Cupper:2005glacial",NA
372,"PAL00378","Pleasant River_core1","PLEASRVR",5,-9999,-9999,"",-9999.99,"","","","true","false","false","McGlone:2001origin",NA
373,"PAL00379","Poets Hill Core 1","POETSHILL",5,19,111,"",-9999.99,"","","","true","false","false","Colhoun:1992poets",NA
374,"PAL00380","Poley Creek_core1","POLEYCK",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Pittock:1989disappointment",NA
375,"PAL00381","Police Station Swamp_core1","POLICESWP",5,21,84,"",-9999.99,"","","","true","false","false","Horrocks:2000kaitoke",NA
376,"PAL00382","Pomahaka Bog 2001 core","POMABOG",5,-9999,84,"2001",-9999.99,"","","","true","false","false","McWethy:2010rapid",NA
377,"PAL00383","Pomahaka Rd_core1","POMAHRD",5,-9999,-9999,"",-9999.99,"","","","true","false","false","McGlone:2001origin",NA
378,"PAL00384","Ponaki Swamp Core A","PONAKISWP",5,-9999,84,"",-9999.99,"","","","true","false","false","Enright:1988tepaki",NA
379,"PAL00385","Potter's Bog_core1","POTTER",5,-9999,84,"",-9999.99,"","","","true","false","false","McGlone:2001origin",NA
380,"PAL00386","Poverty Bay Core W396","W396",5,-9999,9,"",63,"","","","true","false","false","Wilmshurst:1999gisborne",NA
381,"PAL00387","Powelltown_core1","POWELLT",5,-9999,84,"",-9999.99,"","","","true","false","false","McKenzie:2002highlandsii",NA
382,"PAL00388","Pukekawa Crater HA1","HA1",5,7,-9999,"",0,"","","","true","false","false","Horrocks:2009discontinuous",NA
383,"PAL00389","Quagmire Tarn_core1","QUAGMIRE",5,20,111,"",-9999.99,"","","","true","false","false","Burrows:1990aranuian",NA
384,"PAL00390","Quambie Lagoon_core1","QUAMBIE",5,-9999,111,"",1,"","","","true","false","false","Stevenson:0000quambie",NA
385,"PAL00391","Queens Swamp Core QS 3","QS3",5,-9999,84,"",-9999.99,"","","","true","false","false","Mooney:0000queens",NA
386,"PAL00391","QS-Monolith","QSMON",6,5,84,"8/02/2022",0,"","","","true","false","false","Turney:2021chronos",NA
387,"PAL00344","Quincan Crater_core1","QUINCAN",5,-9999,84,"",-9999.99,"","","","true","false","false","Haberle:2010wet",NA
