"VARIABLEID","TAXONID","VARELEMTID","VARUNITID","VARCONTXID","CREATED_AT","UPDATED_AT"
2713,2713,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2714,2714,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2715,2715,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2716,2716,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2717,2717,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2718,2718,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2719,2719,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2720,2720,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2721,2721,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2722,2722,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2723,2723,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2724,2724,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2725,2725,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2726,2726,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2727,2727,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2728,2728,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2729,2729,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2730,2730,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2731,2731,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2733,2733,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2734,2734,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2735,2735,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2736,2736,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2737,2737,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2738,2738,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2739,2739,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2740,2740,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2741,2741,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2742,2742,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2743,2743,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2744,2744,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2745,2745,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2746,2746,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2747,2747,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2749,2749,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2750,2750,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2751,2751,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2752,2752,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2753,2753,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2754,2754,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2755,2755,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2756,2756,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2757,2757,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2758,2758,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2759,2759,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2760,2760,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2761,2761,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2762,2762,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2763,2763,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2764,2764,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2765,2765,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2766,2766,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2767,2767,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2769,2769,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2770,2770,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2771,2771,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2772,2772,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2773,2773,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2774,2774,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2775,2775,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2776,2776,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2777,2777,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2778,2778,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2779,2779,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2780,2780,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2781,2781,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2782,2782,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2783,2783,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2784,2784,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2785,2785,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2786,2786,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2787,2787,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2788,2788,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2790,2790,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2792,2792,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2793,2793,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2794,2794,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2795,2795,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2796,2796,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2797,2797,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2798,2798,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2799,2799,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2800,2800,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2805,2805,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2806,2806,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2807,2807,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2808,2808,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2809,2809,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2810,2810,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2811,2811,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2812,2812,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2813,2813,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2814,2814,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2815,2815,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2816,2816,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2817,2817,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2818,2818,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2819,2819,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2820,2820,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2821,2821,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2822,2822,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2823,2823,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2824,2824,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2825,2825,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2826,2826,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2828,2828,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2830,2830,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2831,2831,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2832,2832,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2833,2833,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2834,2834,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2835,2835,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2836,2836,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2837,2837,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2838,2838,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2839,2839,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2840,34012,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2841,2841,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2842,2842,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2843,2843,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2844,2844,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2845,2845,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2846,2846,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2847,2847,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2848,2848,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2849,2849,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2850,2850,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2851,2851,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2852,2852,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2853,2853,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2854,2854,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2855,2855,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2856,2856,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2857,2857,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2858,2858,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2860,2860,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2863,2863,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2864,2864,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2865,2865,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2866,2866,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2867,2867,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2869,2869,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2870,2870,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2871,2871,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2873,2873,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2874,2874,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2876,2876,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2877,2877,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2878,2878,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2880,2880,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2881,2881,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2882,2882,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2883,2883,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2884,2884,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2885,2885,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2886,2886,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2887,2887,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2888,2888,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2889,2889,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2904,2904,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2907,2907,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2936,2936,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2946,932,143,20,NA,"2024-04-10 11:40:03.030 +0200",NA
2948,2948,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2975,2975,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2976,2976,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2981,2981,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2995,2995,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
2996,2996,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3018,3018,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3030,3030,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3036,27,115,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3079,3079,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3111,3111,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3114,3114,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3167,3167,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3172,3172,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3255,3255,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3277,3277,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3279,3279,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3288,3288,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3291,3291,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3292,3292,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3293,3293,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3294,3294,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3296,3296,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3297,3297,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3298,3298,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3299,3299,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3300,3300,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3301,3301,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3302,3302,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3303,3303,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3304,3304,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3305,3305,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3306,3306,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3308,3308,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3309,3309,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3310,3310,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3311,3311,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3312,3312,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3313,3313,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3314,3314,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3315,3315,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3316,3316,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3317,3317,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3318,3318,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3319,3319,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3321,3321,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3322,3322,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3323,3323,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3324,3324,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3325,3325,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3326,3326,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3327,3327,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3328,3328,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3329,3329,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3330,3330,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3331,3331,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3333,3333,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3334,3334,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3335,3335,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3336,3336,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3337,3337,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3338,3338,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3339,3339,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3340,3340,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3341,3341,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3342,3342,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3343,3343,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3344,3344,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3345,3345,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3346,3346,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3347,3347,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3348,29321,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3349,3349,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3350,3350,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3351,3351,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3352,3352,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3354,3354,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3355,3355,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3356,3356,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3357,3357,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3358,3358,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3359,3359,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3360,3360,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3361,3361,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3362,3362,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3363,3363,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3364,3364,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3365,3365,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3366,3366,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3367,3367,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3368,3368,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3369,3369,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3370,3370,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3371,3371,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3372,3372,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3373,3373,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3374,3374,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3375,3375,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3376,3376,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3377,3377,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3378,3378,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3379,3379,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3380,3380,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3382,3382,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3383,3383,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3386,3386,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3387,3387,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3388,3388,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3389,3389,142,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3390,3390,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3392,3392,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3429,3429,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3430,3430,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3468,3468,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3470,3470,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3491,1062,2,20,NA,"2024-04-10 11:40:03.030 +0200",NA
3500,3500,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3505,3505,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3517,3517,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3520,3520,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3630,3630,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3640,3640,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3708,3708,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3976,3976,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3977,3977,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
3990,3990,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4026,4026,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4036,4036,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4138,4138,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4201,4201,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4284,4284,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4299,4299,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4312,4312,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4435,4435,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4473,4473,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4542,4542,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4600,4600,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4655,4655,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4672,4672,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4678,4678,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4835,4835,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4837,4837,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4842,4842,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4868,4868,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4899,4899,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4935,4935,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
4947,4947,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5011,5011,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5013,5013,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5064,5064,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5070,5070,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5134,5134,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5175,313,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5192,5192,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5215,5215,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5247,5247,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5253,5253,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5367,5367,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5470,5470,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5481,5481,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5482,5482,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5512,5512,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5589,5589,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5663,5663,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5723,5723,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5732,5732,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5759,5759,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5760,5760,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5766,5766,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5768,5768,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
5783,5783,126,25,NA,"2024-04-10 11:40:03.030 +0200",NA
8927,72,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8928,74,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8930,92,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8951,313,142,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8960,391,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8961,417,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8963,480,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8964,483,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8985,45,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8991,284,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8992,311,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
8995,445,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9002,188,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9004,346,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9010,7651,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
9011,7652,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
9047,180,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9053,341,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9061,694,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9087,74,141,28,NA,"2024-04-10 11:40:03.030 +0200",NA
9095,160,141,28,NA,"2024-04-10 11:40:03.030 +0200",NA
9119,294,166,28,NA,"2024-04-10 11:40:03.030 +0200",NA
9126,311,141,28,NA,"2024-04-10 11:40:03.030 +0200",NA
9135,391,141,28,NA,"2024-04-10 11:40:03.030 +0200",NA
9137,417,141,28,NA,"2024-04-10 11:40:03.030 +0200",NA
9177,74,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9183,160,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9186,180,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9198,268,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9209,311,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9215,391,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9217,417,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9218,420,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9229,807,166,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9243,72,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9258,385,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9259,418,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9262,480,141,29,NA,"2024-04-10 11:40:03.030 +0200",NA
9270,517,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
9303,9520,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
9310,9532,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
9324,9958,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
9336,202,243,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10373,9885,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10392,20676,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10395,20595,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10399,20639,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10403,20578,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10404,20571,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10470,326,243,19,NA,"2024-04-10 11:40:03.030 +0200",NA
10960,9670,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
11346,9779,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
12544,9833,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
12547,22564,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
