REFDBID,ABSTRACT,CREATED_AT,UPDATED_AT
Clark:1976lashmar,ND,2023-01-05 16:42:05.198 +0100,
Clark:1982fires,"Re-examination of dated hearths in the Willandra Lakes region indicates that many, with ages between modern and 4500 BP, have well-baked pieces of termite (Drepanotermes perniger) nest. Such hearths typically occur as cobbled pavements some 0.5-1.5 min diameter, with charcoal immediately beneath and around tbe baked lumps. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:28:56.996 +0100
Clark:1983pollen,"Fires have been part of the Australian environment for a very long time. Fusains, believed to be ancient charcoal, are found in coals dating from about ten million to two hundred and fifty million years ago (Kemp 1981). Adaptations to fire are so prevalent in the most widespread and abundant of Australia's endemic plant genera (Gill 1975, 1981a), that it is thought they must have evolved with fre- quent fires. This is not the only possibility, as many of these adaptations also enhance survival through other stresses such as drought, frost, disease and defoliation (Gill 1975). In pre-human times lightning would have been the most common ignition source, with volcanic eruptions and spontaneous combustion of coal and peat being locally important at times.",2023-07-22 06:51:38.269 +0200,
Clark:1983thesis,"Several approaches are taken to the problems of reconstructing fire history from charcoal preserved in lake and swamp sediments and analysed along with pollen. The differing effects on charcoal of sample preparation techniques are investigated and the usual pollen preparation procedure is recommended for concentrating charcoal. A simple and rapid method of quantifying charcoal in pollen preparations by point count estimation of projected area is introduced and it is shown how the method can also be applied to thin sections of sediments to estimate the annual input volume of charcoal. The production and transport of charcoal are discussed and it is argued that models of charcoal transport are not useful for deducing the locations of fires from charcoal assemblages in sediments. Experiments are described in which the amount of charcoal produced by and transported from present-day fires is estimated. It is found that most charcoal remains in a burned area and more is removed in suspension in water than is carried away in smoke. Thus, most charcoal in a sedimentary basin comes from its water catchment and areas close to, but outside, its catchment. The charcoal catchment is unlikely to be the same as the pollen catchment. The sedimentary charcoal record is of fire-rainfall events, not of fires alone. Deposition of charcoal in sediments is discussed and it is shown that either more or less frequent fires may increase the amount of charcoal deposited over a given time, depending mainly on the rate of fuel accumulation. A model is devised to show how the relationship between true and apparent fire histories may be affected by the sediment sampling scheme. Examples are provided of the use of pollen and charcoal to reconstruct vegetation and fire histories of three sites in South Australia. At one site, the amount of charcoal in sediments appears better related to the history of deposition and preservation than to that of fires. Comparison of the amount of charcoal in sediments from sites in Australia and New Guinea demonstrates that similar or different fire regimes may be identified at sites with comparable vegetation and catchments, and that the impact on vegetation of people using fire might be clearly distinguishable only in areas where natural fires were previously absent or rare. Expressing charcoal quantities as amount per unit dry weight of inorganic sediment is shown to be more informative than as amount per unit volume of wet sediment. Size distributions of charcoal particles are considered, but do not appear to be useful for interpretation. The difficulties of discerning past effects of Aboriginal burning on the vegetation of Australia are discussed and assumptions about Aboriginal use of fire and its effects are questioned. It is concluded that Aborigines neither created nor maintained large areas of grassland and that climate has been more important than fire in determining vegetation distribution. The sedimentary charcoal record of fire history is an imperfect one, but its interpretation, based on an awareness of the complexities of the processes involved, is the best means available for studying the long-term effects of fire regimes on vegetation.",2023-07-22 06:51:38.269 +0200,
Clark:1985murray,"This paper contains a detailed description of the Snaggy Bend burial ground, near Wentworth in southwest New South Wales, which was mapped by Clark in 1981 . It also includes a series of radiocarbon dates for this site and two others, at Tuckers Creek and Lake Benanee, further to the east along the Murray (Fig.l), and a general discussion of the similarities between several recorded burial grounds on the central Murray. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:48.500 +0100
Clark:1986rotten,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Clark:1987willandra,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clark:1995chronometers,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clark:1997thirlmere,ND,2023-01-05 16:42:05.198 +0100,
Clark:2001lapita,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Clark:2003saglek,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clark:2009donegal,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clark:2009ireland,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clark:2011edgar,Geomorphic mapping of the ~30 km Lake Edgar fault scarp in SW Tasmania suggests that three large surface-rupturing events with vertical displacements of 2.4 -3.1 m have occurred in late Quaternary times. Optically stimulated luminescence (OSL) chronology from a sequence of three periglacial fluvial terraces associated with scarp incision provides constraint on the age of these events. The ages of alluvial/colluvial fans derived from the youngest fluvial terraces constrain the most recent event to ca 17 -18 ka. The chronology of the two preceding events is more poorly constrained. The near coincidence of ages from the base of the youngest terrace and the penultimate terrace suggest that penultimate faulting might have occurred during active fluvial deposition ca 25 -28 ka. The oldest recognised event occurred subsequent to the ca 61 ka deposition of gravels on the highest of the three terraces and prior to the deposition of ca 48 ka gravels exposed in the footwall fan ... [_truncated_],2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:55.283 +0100
Clarke:1988brim,NA,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clarke:1994phd,"This thesis presents an archaeological study of contact where an island Aboriginal society in northern Australia experienced first contact with non­ Aboriginal cultural groups in the recent past. The island society is that of the Anindilyakwa-speaking clans of the Groote Eylandt archipelago in the Northern Territory of Australia. The research is based on eleven months of fieldwork conducted on Groote Eylandt over three periods in 1990, 1991 and 1992 and reports on the results of test-excavations carried out at 18 different archaeological sites. I put forward the thesis that changes in resource use and residence patterns can be identified in the archaeological record during the period of Macassan contact, and that there is a trajectory of change leading into the last seventy years of Mission settlement. I present a three part model of resource use and residence patterns encompassing the pre-contact period, Macassan contact and the period of Mission settlement. I further suggest that the changes identified in the archaeological record are indicative of a re-structuring of the cultural landscape as result of contact, first with Macassans and later with missionaries. The analyses of archaeological, ethnographic and archival information presented in this thesis suggest that the influence of Macassan contact on Aboriginal culture was more far reaching than has previously been considered. In this thesis the relationship between Aboriginal society of Groote Eylandt and outsiders is analysed as a process of interaction and mediation. The concept of mediation provides for an active and negotiated relationship between Macassans and Aboriginal people, and Europeans and Aboriginal people. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:29.908 +0100
Clarke:2002groote,"Since the early 1970s indigenous people have provided a challenging and often confronting cultural and political critique of some of the long-held givens of archaeological research. Archaeologists engaged in research about Australia's indigenous archaeological record, whether it is the distant past of the Pleistocene or the more immediate past of colonial conquest, have had to rethink some of the fundamental aspects of their practice. In the last ten years one important initiative has been the development of community-based approaches to archaeology. The paper is presented in two parts. The first part provides a brief background to the development of community archaeology in Australia, setting out the main elements of this approach. The second part presents three contexts from Groote Eylandt in northern Australia where I am able to identify the experiences that were pivotal in my shift in practice to a community-based archaeology.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clarke:2006isoleucine,"The epimerization of the amino acid isoleucine in avian eggshells has been used to determine the timing of a variety of events throughout the Late Quaternary. Epimerization is a chemical reaction that interconverts L-isoleucine into its epimer D-alloisoleucine. Geochronological investigations based on isoleucine epimerization in avian eggshells have been used to help assess the timing of the extinction of a member of the Australian megafauna, Genyornis, a large flightless bird (Miller et al. 1999a). Isoleucine epimerization in Genyornis and water bird eggshells have been used to confine the timing of lacustrine episodes beyond the limit of radiocarbon dating in central Australia (Magee and Miller 1998). Ages derived from isoleucine epimerization in Struthio eggshells in African archaeological sites have been important in refining the chronology for the evolution of modern humans (Brooks et al. 1990; Miller et al. 1999b). Recently, the extent of isoleucine epimerization in Casuarius eggshells was used to support a radiocarbon chronology attesting to a Pleistocene antiquity for the occupation of Papuan rainforest (Pasveer et al. 2002).",2022-10-09 20:04:07.350 +0200,
Clarke:2007eggshells,"Our research demonstrates that the extent of isoleucine epimerisation (A/I) in fragments of avian eggshells provides geochronological information in archaeological contexts. In the archaeological sequence of Hay Cave, northern Queensland, Australia, there is an excellent correspondence between the A/I values of Australian brush-turkey (Alectura lathami) eggshells (n = 99) and independent geochronological control (n = 16 radiocarbon ages including 4 on eggshell calcite). The A/I values identify three phases of deposition during the Holocene at Hay Cave. In contrast to the Alectura eggshell A/I values, a poor correspondence was observed between the A/I values of cassowary (Casuarius) eggshells from Toé (n = 35) and Kria caves (n = 23) (Ayamaru Plateau, Papua) and the depths from which the specimens were recovered in these stratified sequences. Given coherent archaeofauna trends and radiocarbon chronologies (n = 8 and 2 eggshell calcite radiocarbon ages at Toé and Kria, respectively) with respect to depth, the variable A/I values are not explicable in terms of mixing. Rather, the variability is most likely due to exposure of the eggshells to the high temperatures of campfires. Despite the variability, eggshells with relatively low A/I values amongst specimens recovered from similar depths (and therefore presumably least influenced by high temperatures) exhibit a gradual increase in A/I with respect to depth, as expected in a stratified deposit. From this observation it is suggested that the identification of heated eggshells will increase confidence in geochronological information provided by A/I. These studies illustrate the complications that arise from campfire-induced acceleration of amino acid racemisation and emphasise that although this phenomenon is common, it is not universally encountered in archaeological contexts.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Clarkson:1986taupo,"This address is basedon vegetation surveys of most of the mires in the Pureora Ecological District and vegetation construction using macrofossil and pollen analysis. All of the mires discussed (see Fig. 1) sit on a layer up to 1 m thick of Taupo pumice deposited 1850 years ago during the catastrophic Taupo eruption. Mire nutrient status ranges from mainly mesotrophic (medium fertility) tat low altitude to mainly oligotrophic (low fertility) at higher altitude. The most extensive vegetation types are sedgelands and fernlands, the main species being Gleichenia dicarpa, Lepidosperma australe, Carpha alpina, and Baeuma rubiginosa.",2023-09-03 12:38:33.072 +0200,
Clarkson:2007wardaman,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clarkson:2015madjedbebe,"Published ages of >50 ka for occupation at Madjedbebe (Malakunanja II) in Australia's north have kept the site prominent in discussions about the colonisation of Sahul. The site also contains one of the largest stone artefact assemblages in Sahul for this early period. However, the stone artefacts and other important archaeological components of the site have never been described in detail, leading to persistent doubts about its stratigraphic integrity. We report on our analysis of the stone artefacts and faunal and other materials recovered during the 1989 excavations, as well as the stratigraphy and depositional history recorded by the original excavators. We demonstrate that the technology and raw materials of the early assemblage are distinctive from those in the overlying layers. Silcrete and quartzite artefacts are common in the early assemblage, which also includes edge-ground axe fragments and ground haematite. The lower flaked stone assemblage is distinctive, comprising a mix of long convergent flakes, some radial flakes with faceted platforms, and many small thin silcrete flakes that we interpret as thinning flakes. Residue and use-wear analysis indicate occasional grinding of haematite and woodworking, as well as frequent abrading of platform edges on thinning flakes. We conclude that previous claims of extensive displacement of artefacts and post-depositional disturbance may have been overstated. The stone artefacts and stratigraphic details support previous claims for human occupation 50-60 ka and show that human occupation during this time differed from later periods. We discuss the implications of these new data for understanding the first human colonisation of Sahul.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clarkson:2017occupation,"The time of arrival of people in Australia is an unresolved question. It is relevant to debates about when modern humans first dispersed out of Africa and when their descendants incorporated genetic material from Neanderthals, Denisovans and possibly other hominins. Humans have also been implicated in the extinction of Australia's megafauna. Here we report the results of new excavations conducted at Madjedbebe, a rock shelter in northern Australia. Artefacts in primary depositional context are concentrated in three dense bands, with the stratigraphic integrity of the deposit demonstrated by artefact refits and by optical dating and other analyses of the sediments. Human occupation began around 65,000 years ago, with a distinctive stone tool assemblage including grinding stones, ground ochres, reflective additives and ground-edge hatchet heads. This evidence sets a new minimum age for the arrival of humans in Australia, the dispersal of modern humans out of Africa, and the subsequent interactions of modern humans with Neanderthals and Denisovans.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clegg:1987tradition,"A large engraving site in the arid zone of western New South Wales has many thousands of engravings. It is argued that the engravings were made over a long time‐span, and the subsites were engraved at different periods; both tradition (continuity) and style (change in accidentals) have contributed to the engravings. Tradition is sought (and found) in the associations between different engraving types; style is sought (but not found) in variants of engravings which may depict tracks of certain genus of kangaroos.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Clune:2009abydos,"Middens and mounds dominated by Anadara granosa began to be formed on the Abydos Coastal Plain sometime between 4400 and 5300 calibrated years before present, and while mounds appear to have ceased forming some 1800–1600 years ago, middens continued to form until the early twentieth century or later. In some cases, the earliest of these middens and shell mounds formed on top of older middens from which Anadara granosa is totally absent, and in which Terebralia spp. (while occurring in relatively low concentrations) is the dominant shell species. Anadara granosa dominated middens (sensu lato) occur in a variety of forms across the landscape, including large shell mounds, earth mounds (or mounded shell middens), lenses of shell eroding out of well-developed dunes, and undifferentiated surface shell scatters. The large number of middens which occur throughout the region from the mid Holocene, and the volume of shell represented by these sites, point to the occurrence of significant economic and social changes from the mid to late Holocene. The Abydos Coastal Plain experienced increasing aridity, and, as a result, increased resource stress during the mid-Holocene. We suggest that the large, single species Anadara granosa middens were occupied during regular periods when large groups of Aboriginal people undertook ceremonial activities after the wet season, when resources were abundant. Changes apparent in the archaeological record, including the occurrence of large numbers of Anadara granosa dominated middens and shell mounds, increased establishment of archaeological sites and increased complexity and distance of exchange systems, came about as a result of social, economic and logistical restructuring. This in turn was the result of the effects of resource stress on local Aboriginal people over the course of the mid to late Holocene.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Codilean:2008spatially,"We evaluated the hypothesis that the spatial variation in erosion in a catchment is reflected in the distribution of the cosmogenic nuclide concentrations in sediments leaving the catchment. Using published data and four new 10Be measurements in fluvial sediment collected from the outlets of small river catchments, we constrained the spatial variability of erosion rates in the Gaub River catchment in Namibia. We combined these catchment-averaged erosion rates, and the mean slope values with which they are associated, in a digital elevation model (DEM)–based analysis to predict distributions of cosmogenic 21Ne concentrations in the sediment leaving the Gaub catchment. We compared these synthetic distributions with the distribution of concentrations of cosmogenic 21Ne (21NeC) in 32 quartz fluvial pebbles (16–21 mm) collected from the catchment outlet. The 21NeC concentrations span nearly two orders of magnitude (2.6–160 × 106 atoms/g) and are highly skewed toward low values. The DEM-based analysis confirms this skew—the measured 21NeC distribution plots within the envelope of distributions predicted for the catchment. This match between measured and synthetic 21Ne distributions implies that the measured distribution is a signature of the spatial variation in erosion rates",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Codilean:2014discordance,"Based on cosmogenic 10Be and 26Al analyses in 15 individual detrital quartz pebbles (16–21 mm) and cosmogenic 10Be in amalgamated medium sand (0.25–0.50 mm), all collected from the outlet of the upper Gaub River catchment in Namibia, quartz pebbles yield a substantially lower average denudation rate than those yielded by the amalgamated sand sample. 10Be and 26Al concentrations in the 15 individual pebbles span nearly two orders of magnitude (0.22 ± 0.01 to 20.74 ± 0.52 × 106 10Be atoms g−1 and 1.35 ± 0.09 to 72.76 ± 2.04 × 106 26Al atoms g−1, respectively) and yield average denudation rates of ∼0.7 m Myr−1 (10Be) and ∼0.9 m Myr−1 (26Al). In contrast, the amalgamated sand yields an average 10Be concentration of 0.77 ± 0.03 × 106 atoms g−1, and an associated mean denudation rate of 9.6 ± 1.1 m Myr−1, an order of magnitude greater than the rates obtained for the amalgamated pebbles. The inconsistency between the 10Be and 26Al in the pebbles and the 10Be in the amalgamated sand is likely due to the combined effect of differential sediment sourcing and longer sediment transport times for the pebbles compared to the sand-sized grains. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:23.404 +0100
Codilean:2021margin,"We report a comprehensive inventory of 10Be-based basin-wide denudation rates (n = 160) and 26Al/10Be ratios (n = 67) from 48 drainage basins along a 3000 km stretch of the East Australian passive continental margin. We provide data from both basins draining east of the continental divide (n = 37) and discharging into the Tasman and Coral Seas, and from basins draining to the west as part of the larger Murray-Darling and Lake Eyre river systems (n = 11). 10Be-derived denudation rates in mainstem samples from east-draining basins range between 7.7 ± 1.9 (± 1σ; Mary) and 54.6 ± 13.7 mm kyr− 1 (North Johnstone). Denudation rates in tributary samples range between 3.0 ± 0.7 (Burdekin) and 70.2 ± 18.9 mm kyr− 1 (Liverpool). For west-draining basins, denudation rates are overall lower and with a more restricted range of 4.8 ± 1.2 (Barcoo) to 15.4 ± 3.6 mm kyr− 1 (Maranoa) in mainstem samples, and between 4.4 ± 1.0 (Murrumbidgee) and 38.5 ± 7.8 mm kyr− 1 (Murray) in tributary samples. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:23.699 +0100
Cogez:2018lago,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2008disjunct,"The Bellinger River catchment in the New England Fold Belt on the mid-north coast of New South Wales is characterized by an assemblage of stepped late Quaternary alluvial units. Late Pleistocene terraces were formed by large, more competent rivers that eroded almost entire valley floors; however, a decline in discharge prior to the Holocene has resulted in the abandonment of these deposits as elevated terraces or residual alluvium, onlapped by contemporary floodplains. Intrinsic controls on floodplain formation appear to be superimposed over an early-mid-Holocene climatic signature. A fluvially active period, known as the Nambucca Phase, from 10 to 4.5 ka, eroded Late Pleistocene terraces. Two floodplain surfaces, one higher than the other, both started to accrete vertically from 4 ka but with some valley locations remaining vulnerable to episodes of erosion, resulting in substantial units of even younger basal alluvium. The high floodplain is dominated by horizontally laminated, vertically accreted sequences, while the low floodplain, which overlaps in age, is characterized by pronounced cut-and-fill stratigraphy. Terraces and floodplains in partly confined settings can have similar elevations but be polycyclic, with very different basal ages. In such landscapes the classical assumption that individual terrace or floodplain profiles along a valley represent periods of coeval formation is shown to be frequently invalid. Copyright 2007 John Wiley & Sons, Ltd.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2010cooper,"The Innamincka Dome and associated low-gradient fan in the Strzelecki Desert is the product of Cenozoic crustal warping that has aided formation of an extensive array of palaeochannels, source-bordering transverse dunes and superimposed linear dunes. These dunes have impeded the course of Cooper Creek and provided a repository of evidence for Quaternary climate change as well as the interactive processes between transverse and linear dune formation. At Turra, Gidgealpa and sites nearby are extensive fluvial and aeolian sand bodies that date from marine isotope stages (MIS) 8–3 and the Last Glacial Maximum (LGM) and are now surrounded or buried by overbank mud. The sandy alluvium was deposited on the downstream slope of the dome by large channels transporting abundant bedload, subsequently blown northward to form transverse dunes from what were probably seasonally-exposed bars in a palaeo-Cooper system. Thermoluminescence (TL) and optically stimulated luminescence (OSL) ages demonstrate that the base of the dune complex is at least MIS 7 in age (∼250ka) but that it has been subsequently reworked by wind with additional sand blown from the river. Source-bordering dunes formed during a period of enhanced river flow and sand supply from ∼120 to 100ka, with another short episode of the same at ∼85–80ka and from ∼68 to 53. The LGM was associated with enhanced flows and the supply of dune sediment, from 28 to 18ka. Pronounced river flow and dune activity occurred in the early to mid Holocene, but there is no evidence of dunes being supplied from Cooper Creek since the LGM. The dunes forming the oldest basal sand units appear to be largely transverse in form and are aligned roughly parallel to adjacent east–west trending palaeochannels. Linear dunes have formed from and over these, and yield basal ages ranging from MIS 5 or MIS 4 but continuing to accrete and rework through to the Holocene. The study results in one of the few detailed chronological investigations of the interaction between transverse and linear dunes. It is apparent that long-distance sand transport has played no significant role in dune formation here for the linear dunes show no significant downwind decline in ages. Linear dunes appear to have accreted vertically from underlying transverse dunes. A wind-rift vertical accretion model with only minor lengthwise extension is the dominant mode of linear dune formation in this section of the Strzelecki Desert, the bulk of dune sediment being sourced from adjacent swales since the LGM.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2011megalakes,"The nature of the Australian climate at about the time of rapid megafaunal extinctions and humans arriving in Australia is poorly understood and is an important element in the contentious debate as to whether humans or climate caused the extinctions. Here we present a new paleoshoreline chronology that extends over the past 100 k.y. for Lake Mega-Frome, the coalescence of Lakes Frome, Blanche, Callabonna and Gregory, in the southern latitudes of central Australia. We show that Lake Mega-Frome was connected for the last time to adjacent Lake Eyre at 50-47 ka, forming the largest remaining interconnected system of paleolakes on the Australian continent. The final disconnection and a progressive drop in the level of Lake Mega-Frome represents a major climate shift to aridification that coincided with the arrival of humans and the demise of the megafauna. The supply of moisture to the Australian continent at various times in the Quaternary has commonly been ascribed to an enhanced monsoon. This study, in combination with other paleoclimate data, provides reliable evidence for periods of enhanced tropical and enhanced Southern Ocean sources of water filling these lakes at different times during the last full glacial cycle.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2012mega,"Optically stimulated and thermoluminescence ages from relict shorelines, along with accelerator mass spectrometer 14C ages from freshwater molluscs reveal a record of variable moisture sources supplied by northern and southern river systems to Lake Mega-Frome in southern central Australia during the late Quaternary. Additional lacustrine, palynological and terrestrial proxies are used to reconstruct a record that extends back to 105ka, confirming that Lakes Mega-Frome and Mega-Eyre were joined to create the largest system of palaeolakes on the Australian continent as recently as 50-47ka. The palaeohydrological record indicates a progressive shift to more arid conditions, with marked drying after 45ka. Subsequently, Lake Mega-Frome has filled independently at 33-31ka and at the termination of the Last Glacial Maximum to volumes some 40 times those of today. Further sequentially declining filling episodes (to volumes 25-10 those of today) occurred immediately prior to the Younger Dryas stadial, in the mid Holocene and during the medieval climatic anomaly. Southern hemisphere summer insolation maxima are a poor predictor of palaeolake-filling episodes. An examination of multiple active moisture sources suggests that palaeolake phases were driven independently of insolation and at times by some combination of enhanced Southern Ocean circulation and strengthened tropical moisture sources.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2012pluvial,"Optically stimulated luminescence (OSL) ages from a relict shoreline on Lake Callabonna record a major pluvial episode in southern central Australia between 1050~±~70 and 1100~±~60 Common Era (CE), within the Medieval Climatic Anomaly (MCA). During this pluvial interval Lake Callabonna filled to 10-12 times the volume of the largest historical filling (1974) and reached maximum depths of 4-5~m, compared to the 0.5-1.0~m achieved today. Until now there has been no direct evidence for the MCA in the arid interior of Australia. A multi-proxy, analogue-based atmospheric circulation reconstruction indicates that the pluvial episode was associated with an anomalous meridional atmospheric circulation pattern over the Southern extratropics, with high sea-level pressure ridges in the central Indian Ocean and Tasman Sea, and a trough extending from the Southern Ocean into central Australia. A major decline in the mobility of the Australian aboriginal hunter-gatherer coincides with this MCA period, in southern central Australia.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2015transformation,"Central to the debate over the extinction of many of Australia's last surviving megafauna is the question: Was climate changing significantly when humans arrived and megafauna went extinct? Here we present a new perspective on variations in climate and water resources over the last glacial cycle in arid Australia based on the study of the continent's largest lake basin and its tributaries. By dating paleoshorelines and river deposits in the Lake Eyre basin, we show that major hydrological change caused previously overflowing megalakes to enter a final and catastrophic drying phase at 48 ± 2 ka just as the giant bird, Genyornis newtoni, went extinct (50-45 ka). The disappearance of Genyornis and other megafauna has been previously attributed to 'ecosystem collapse' coincident with the spread of fire-wielding humans. Our findings suggest a climate-driven hydrological transformation in the critical window of human arrival and megafaunal extinction, and the results call for a re-evaluation of a human-mediated cause for such extinctions in arid Australia.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Cohen:2018identifying,"The filling of Kati Thanda-Lake Eyre (KT-LE), Australia’s ‘inland sea’ has captured scientific and cultural interest for over a century and a half. However, despite the presence of multiple shorelines around the modern playa at or near the modern maximum lake-filling levels, no quantitative estimates of major late-Holocene filling events have ever been documented. We develop a preliminary chronological data set using single-grain optically stimulated luminescence (OSL) on lake shoreline samples in order to determine the timing of large lake-filling events (equivalent to 1974 Common Era (CE) as Australia’s wettest year on record) for KT-LE, Australia’s largest lake basin. Despite quartz grains with very low natural dose luminescence (Ln) signal, we derive palaeodoses from geologically recent deposits (decades to centuries) using standard rejection criteria and highlight no signs of partial bleaching but occasional bioturbation in modern deposits. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:46.434 +0100
Cole:1995chronology,"In order to utilise rock art evidence in the writing of Aboriginal prehistory in south-east Cape York Peninsula, the art needs to be dated. Knowing the characteristics of rock art at various times and when changes occurred, allows the art sequence to be considered in the context of environmental fluctuations and developments in the resource base. The sequence can also be considered in the context of economic, technological and site-use trends identified in excavated material. Finally, it can be compared with more general changes in the Australian cultural sequence. For this reason, establishing a chronology of Laura rock art was a priority in this archaeological investigation (Morwood 1989). ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:28:57.290 +0100
Cole:1998thesis,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Cole:2000direct,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Coleman:2002cooper,"Cooper Creek at Innamincka in South Australia is one of very few places where evidence of palaeoclimatic history from the Quaternary Period is preserved in at least three stratigraphic settings; fluvial, aeolian and lacustrine. The significance of this study location is enhanced firstly because here this semi-arid to arid partly tropical catchment has a drainage area of nearly 237 000 km2 and therefore constitutes a very significant portion of the 1.3 million km2 Lake Eyre basin, Australia's largest dryland drainage system. Secondly, and very unusually for such a large river system, the flow of the Cooper at Innamincka bifurcates; north to Coongie Lakes, west towards Lake Eyre, and south down Strzelecki Creek and into the Lake Frome basin. This study attempts to reconstruct the palaeoenvironmental Quaternary history of a complex system of dividing drainage. Sixty nine thermoluminescence dates and numerous stratigraphic and sedimentological analyses, including particle size, mineral content, and petrographic and scanning electron microscopy, reveal interacting depositional conditions in alluvial (channel and overbank), aeolian (source-bordering and longitudinal dune) and lacustrine (lunette) environments, information that provides an improved understanding of Australian Quaternary climatic and flow-regime changes in central Australia. These results point to a progressive but probably oscillating drying trend on Cooper Creek during the Mid to Late Quaternary. The oldest dated alluvium near Innamincka suggests extensive fluvial activity at about 250 ka to 230 ka (OI Stages 7/8), some of it well away from the existing channel. In agreement with work done by others further upstream on Cooper Creek, there appears after this to have been a period of reduced fluvial activity until extensive channels operated again along both Cooper and Strzelecki Creeks during the middle of OI Stage 6. This was followed by another probable hiatus until OI Stage 5 when significant fluvial activity was this time associated with the development of source-bordering dunes adjacent to palaeochannels on Cooper Creek, and with the formation lunettes in the Coongie Lakes region. Pronounced fluvial activity appears to have continued through to OI Stage 4, ceasing at locations other than near the existing channel of Cooper Creek by about 60 ka to 52 ka. While Cooper Creek had sufficient power to continue to slowly migrate in the vicinity of its present channel from about 55 ka until the LGM , the region was clearly significantly drier and less fluvially active from early OI Stage 3 to the present. Source-bordering dunes dating",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Colgan:2002laurentide,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Colgan:2006tanggula,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Colhoun:1982pulbeena,"Sedimentary, palynologic, and 14C analysis of 480 cm of freshwater marl and swamp-peat deposits, formed under the influence of fluctuating artesian springs, provides a paleoenvironmental and paleoclimatic record of approximately 65,000 yr for northwestern Tasmania. The Holocene (Pollen Zone 1, 11,000-0 yr B.P.) climate was warm and moist, and forest vegetation was dominant throughout the area. During the later part of the last glacial stage (Pollen Zone 2, 35,000-11,000 yr B.P.) the climate was generally drier, and grassy open environments were widespread. The driest part of this period occurred between 25,000 to 11,000 yr B.P., when temperatures in western Tasmania were markedly reduced during the last major phase of glaciation. Prior to 35,000 yr B.P. (Pollen Zones 3-9) a long 'interstadial complex' dating to the middle of the last glacial stage is recognized. During this period the climate was generally moist, and forest and scrub communities were more important than during the later part of the last glacial stage, except during Pollen Zone 5 when high Gramineae plus Compositae values suggest drier conditions. High Gramineae and Compositae values also occur in Pollen Zone 10 at the base of the diagram. They suggest that a phase of drier and cooler climatic conditions occurred during the early part of the last glacial stage.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
