ELEMTYPEID,ELEMENTYPE,ELMTSOURCE,CREATED_AT,UPDATED_AT
456,flower bud,10,2024-03-15 11:19:09.687 +0100,
457,jaw,10,2024-03-15 11:19:09.687 +0100,
458,"tooth, unicuspid",10,2024-03-15 11:19:09.687 +0100,
459,mummy,10,2024-03-15 11:19:09.687 +0100,
460,vegetative,10,2024-03-15 11:19:09.687 +0100,
461,epidermis,10,2024-03-15 11:19:09.687 +0100,
462,carpometacarpus,10,2024-03-15 11:19:09.687 +0100,
463,complete skeleton,10,2024-03-15 11:19:09.687 +0100,
464,furculum,10,2024-03-15 11:19:09.687 +0100,
465,longbone,10,2024-03-15 11:19:09.687 +0100,
466,podial,10,2024-03-15 11:19:09.687 +0100,
467,synsacrum,10,2024-03-15 11:19:09.687 +0100,
468,areole,10,2024-03-15 11:19:09.687 +0100,
469,bur,10,2024-03-15 11:19:09.687 +0100,
470,cocoon,10,2024-03-15 11:19:09.687 +0100,
471,awn,10,2024-03-15 11:19:09.687 +0100,
472,entire,10,2024-03-15 11:19:09.687 +0100,
473,radio-cubitus,10,2024-03-15 11:19:09.687 +0100,
474,sepal,10,2024-03-15 11:19:09.687 +0100,
475,"metapodial, vestigial",10,2024-03-15 11:19:09.687 +0100,
476,dermal ossicle,10,2024-03-15 11:19:09.687 +0100,
477,"wood, xylem",10,2024-03-15 11:19:09.687 +0100,
478,xylem,10,2024-03-15 11:19:09.687 +0100,
479,vertebral cap,10,2024-03-15 11:19:09.687 +0100,
480,"maxilla, premolars",10,2024-03-15 11:19:09.687 +0100,
481,"maxilla, incisors",10,2024-03-15 11:19:09.687 +0100,
482,bone/scale,10,2024-03-15 11:19:09.687 +0100,
483,bone/claw,10,2024-03-15 11:19:09.687 +0100,
484,pharyngeal jaw,10,2024-03-15 11:19:09.687 +0100,
485,carapace,10,2024-03-15 11:19:09.687 +0100,
486,beak,10,2024-03-15 11:19:09.687 +0100,
487,megastrobilus/seed,10,2024-03-15 11:19:09.687 +0100,
488,bract/pappus,10,2024-03-15 11:19:09.687 +0100,
489,bud/bract,10,2024-03-15 11:19:09.687 +0100,
490,caryopsis,10,2024-03-15 11:19:09.687 +0100,
491,flower/leaf,10,2024-03-15 11:19:09.687 +0100,
492,gall,10,2024-03-15 11:19:09.687 +0100,
493,seed/pappus,10,2024-03-15 11:19:09.687 +0100,
494,0.5-1.0 mm,10,2024-03-15 11:19:09.687 +0100,
495,>1.0 mm,10,2024-03-15 11:19:09.687 +0100,
496,branchlet,10,2024-03-15 11:19:09.687 +0100,
497,petiole,10,2024-03-15 11:19:09.687 +0100,
498,seed/seed wing,10,2024-03-15 11:19:09.687 +0100,
499,leaf hooks,10,2024-03-15 11:19:09.687 +0100,
500,perine,10,2024-03-15 11:19:09.687 +0100,
501,aril,10,2024-03-15 11:19:09.687 +0100,
502,berry,10,2024-03-15 11:19:09.687 +0100,
503,cleistogene,10,2024-03-15 11:19:09.687 +0100,
504,culm,10,2024-03-15 11:19:09.687 +0100,
505,inflorescence,10,2024-03-15 11:19:09.687 +0100,
506,pedicel,10,2024-03-15 11:19:09.687 +0100,
507,ascospore,10,2024-03-15 11:19:09.687 +0100,
508,fruit hooks,10,2024-03-15 11:19:09.687 +0100,
509,leaf tip,10,2024-03-15 11:19:09.687 +0100,
510,lorica,10,2024-03-15 11:19:09.687 +0100,
511,zygospore/aplanospore,10,2024-03-15 11:19:09.687 +0100,
512,inner lining,10,2024-03-15 11:19:09.687 +0100,
513,wet mass,10,2024-03-15 11:19:09.687 +0100,
514,body exoskeleton,10,2024-03-15 11:19:09.687 +0100,
515,<25 µm,10,2024-03-15 11:19:09.687 +0100,
516,>25 µm,10,2024-03-15 11:19:09.687 +0100,
517,<40 µm,10,2024-03-15 11:19:09.687 +0100,
518,>40 µm,10,2024-03-15 11:19:09.687 +0100,
519,rhizome/root,10,2024-03-15 11:19:09.687 +0100,
520,gametophore,10,2024-03-15 11:19:09.687 +0100,
521,imago,10,2024-03-15 11:19:09.687 +0100,
522,sporocarp,10,2024-03-15 11:19:09.687 +0100,
523,idioblast,10,2024-03-15 11:19:09.687 +0100,
524,massulae,10,2024-03-15 11:19:09.687 +0100,
525,non-pollen palynomorph,10,2024-03-15 11:19:09.687 +0100,
526,craniodental,10,2024-03-15 11:19:09.687 +0100,
527,filament,10,2024-03-15 11:19:09.687 +0100,
528,cell,10,2024-03-15 11:19:09.687 +0100,
529,filament/cell,10,2024-03-15 11:19:09.687 +0100,
530,linear dimension,10,2024-03-15 11:19:09.687 +0100,
531,total,10,2024-03-15 11:19:09.687 +0100,
532,microfragment,10,2024-03-15 11:19:09.687 +0100,
533,macrofragment,10,2024-03-15 11:19:09.687 +0100,
534,seed epidermis,10,2024-03-15 11:19:09.687 +0100,
535,labium,10,2024-03-15 11:19:09.687 +0100,
536,ovum,10,2024-03-15 11:19:09.687 +0100,
537,particle,10,2024-03-15 11:19:09.687 +0100,
538,sporangium,10,2024-03-15 11:19:09.687 +0100,
539,chlamydospore,10,2024-03-15 11:19:09.687 +0100,
540,conidium,10,2024-03-15 11:19:09.687 +0100,
541,conidium/chlamydospore,10,2024-03-15 11:19:09.687 +0100,
542,fruit body/ascospore,10,2024-03-15 11:19:09.687 +0100,
543,cell cluster,10,2024-03-15 11:19:09.687 +0100,
544,"postabdomen, female",10,2024-03-15 11:19:09.687 +0100,
545,"postabdomen, male",10,2024-03-15 11:19:09.687 +0100,
546,sclereid cell,10,2024-03-15 11:19:09.687 +0100,
547,fruit body,10,2024-03-15 11:19:09.687 +0100,
548,microsclerotium,10,2024-03-15 11:19:09.687 +0100,
549,mycorrhizal root,10,2024-03-15 11:19:09.687 +0100,
550,heptacosane,10,2024-03-15 11:19:09.687 +0100,
551,nonacosane,10,2024-03-15 11:19:09.687 +0100,
552,tricosane,10,2024-03-15 11:19:09.687 +0100,
553,coccon,10,2024-03-15 11:19:09.687 +0100,
554,peridinoid cyst,10,2024-03-15 11:19:09.687 +0100,
555,ectocuneiform,10,2024-03-15 11:19:09.687 +0100,
556,"phalanx, distal (third), digit 3",10,2024-03-15 11:19:09.687 +0100,
557,"phalanx, intermediate (second), digit 3",10,2024-03-15 11:19:09.687 +0100,
558,"phalanx, proximal (first), digit 3",10,2024-03-15 11:19:09.687 +0100,
559,coprolite,10,2024-03-15 11:19:09.687 +0100,
560,arolia,10,2024-03-15 11:19:09.687 +0100,
561,lacinia,10,2024-03-15 11:19:09.687 +0100,
562,m/z = 1018,10,2024-03-15 11:19:09.687 +0100,
563,m/z = 1020,10,2024-03-15 11:19:09.687 +0100,
564,m/z = 1022,10,2024-03-15 11:19:09.687 +0100,
565,m/z = 1032,10,2024-03-15 11:19:09.687 +0100,
566,m/z = 1034,10,2024-03-15 11:19:09.687 +0100,
567,m/z = 1036,10,2024-03-15 11:19:09.687 +0100,
568,m/z = 1046,10,2024-03-15 11:19:09.687 +0100,
569,m/z = 1048,10,2024-03-15 11:19:09.687 +0100,
570,m/z = 1050,10,2024-03-15 11:19:09.687 +0100,
571,m/z = 1292,10,2024-03-15 11:19:09.687 +0100,
572,m/z = 1302,10,2024-03-15 11:19:09.687 +0100,
573,residue,10,2024-03-15 11:19:09.687 +0100,
574,number,10,2024-03-15 11:19:09.687 +0100,
575,mounted volume,10,2024-03-15 11:19:09.687 +0100,
576,>150 µm,10,2024-03-15 11:19:09.687 +0100,
577,sclerotium,10,2024-03-15 11:19:09.687 +0100,
578,base cell,10,2024-03-15 11:19:09.687 +0100,
579,temporal,10,2024-03-15 11:19:09.687 +0100,
580,sphenoid,10,2024-03-15 11:19:09.687 +0100,
581,clavicle,10,2024-03-15 11:19:09.687 +0100,
582,talus,10,2024-03-15 11:19:09.687 +0100,
583,"phalanx, foot",10,2024-03-15 11:19:09.687 +0100,
584,"phalanx, hand",10,2024-03-15 11:19:09.687 +0100,
585,"tooth, enamel",10,2024-03-15 11:19:09.687 +0100,
586,manus,10,2024-03-15 11:19:09.687 +0100,
587,lateral malleolus,10,2024-03-15 11:19:09.687 +0100,
588,>500 µm,10,2024-03-15 11:19:09.687 +0100,
589,feather,10,2024-03-15 11:19:09.687 +0100,
590,blood residue,10,2024-03-15 11:19:09.687 +0100,
591,LOI estimated,10,2024-03-15 11:19:09.687 +0100,
592,960°C,10,2024-03-15 11:19:09.687 +0100,
593,50-125 µm,10,2024-03-15 11:19:09.687 +0100,
594,tracheid,10,2024-03-15 11:19:09.687 +0100,
595,molybdenum anode tube,10,2024-03-15 11:19:09.687 +0100,
596,bulk sediment,10,2024-03-15 11:19:09.687 +0100,
597,mandibles,10,2024-03-15 11:19:09.687 +0100,
598,skin,10,2024-03-15 11:19:09.687 +0100,
599,horn sheath,10,2024-03-15 11:19:09.687 +0100,
600,postcranial,10,2024-03-15 11:19:09.687 +0100,
601,tooth/tusk,10,2024-03-15 11:19:09.687 +0100,
602,keel,10,2024-03-15 11:19:09.687 +0100,
603,log,10,2024-03-15 11:19:09.687 +0100,
604,spore mass,10,2024-03-15 11:19:09.687 +0100,
605,carpal/tarsal,10,2024-03-15 11:19:09.687 +0100,
606,>60 µm,10,2024-03-15 11:19:09.687 +0100,
607,15-60 µm,10,2024-03-15 11:19:09.687 +0100,
608,egg/remains,10,2024-03-15 11:19:09.687 +0100,
609,">125 µm, grass",10,2024-03-15 11:19:09.687 +0100,
610,trace fossil,10,2024-03-15 11:19:09.687 +0100,
611,>200 µm,10,2024-03-15 11:19:09.687 +0100,
612,>600 µm,10,2024-03-15 11:19:09.687 +0100,
613,floral bract,10,2024-03-15 11:19:09.687 +0100,
614,fid,10,2024-03-15 11:19:09.687 +0100,
615,water,10,2024-03-15 11:19:09.687 +0100,
616,rhizome,10,2024-03-15 11:19:09.687 +0100,
617,"perforation plate, scalariform",10,2024-03-15 11:19:09.687 +0100,
618,"perforation plate, reticulate",10,2024-03-15 11:19:09.687 +0100,
619,"perforation plate, foraminate",10,2024-03-15 11:19:09.687 +0100,
620,"perforation plate, simple",10,2024-03-15 11:19:09.687 +0100,
621,<30 µm,10,2024-03-15 11:19:09.687 +0100,
622,30-60 µm,10,2024-03-15 11:19:09.687 +0100,
623,60-150 µm,10,2024-03-15 11:19:09.687 +0100,
624,10-150 µm,10,2024-03-15 11:19:09.687 +0100,
625,2-150 µm,10,2024-03-15 11:19:09.687 +0100,
626,"plastron, anterior",10,2024-03-15 11:19:09.687 +0100,
627,osteoderm,10,2024-03-15 11:19:09.687 +0100,
628,epidermal scale,10,2024-03-15 11:19:09.687 +0100,
629,10-50 µm,10,2024-03-15 11:19:09.687 +0100,
630,50-180 µm,10,2024-03-15 11:19:09.687 +0100,
631,hyomandibula,10,2024-03-15 11:19:09.687 +0100,
632,cypsela,10,2024-03-15 11:19:09.687 +0100,
633,stylet muscle 3 (m3),10,2024-03-15 11:19:09.687 +0100,
634,stylet muscle 5 (m5),10,2024-03-15 11:19:09.687 +0100,
635,stylet muscle 6 (m6),10,2024-03-15 11:19:09.687 +0100,
636,"vertebra, cervical 3-7",10,2024-03-15 11:19:09.687 +0100,
637,"vertebra, lumbar 1-5",10,2024-03-15 11:19:09.687 +0100,
638,"vertebra, thoracic 1-14",10,2024-03-15 11:19:09.687 +0100,
639,flat bone,10,2024-03-15 11:19:09.687 +0100,
640,1960-3920 µm^2,10,2024-03-15 11:19:09.687 +0100,
641,3920-7840 µm^2,10,2024-03-15 11:19:09.687 +0100,
642,7840-15680 µm^2,10,2024-03-15 11:19:09.687 +0100,
643,980-1960 µm^2,10,2024-03-15 11:19:09.687 +0100,
644,>15680 µm^2,10,2024-03-15 11:19:09.687 +0100,
645,"shoot, dwarf",10,2024-03-15 11:19:09.687 +0100,
646,periderm,10,2024-03-15 11:19:09.687 +0100,
647,exocarp,10,2024-03-15 11:19:09.687 +0100,
648,dehiscence cap,10,2024-03-15 11:19:09.687 +0100,
649,pinnule,10,2024-03-15 11:19:09.687 +0100,
650,ephippia,10,2024-03-15 11:19:09.687 +0100,
651,root,10,2024-03-15 11:19:09.687 +0100,
652,2200-20000 µm^2,10,2024-03-15 11:19:09.687 +0100,
653,375-2200 µm^2,10,2024-03-15 11:19:09.687 +0100,
654,75-375 µm^2,10,2024-03-15 11:19:09.687 +0100,
655,>20000 µm^2,10,2024-03-15 11:19:09.687 +0100,
656,"phalanx, first",10,2024-03-15 11:19:09.687 +0100,
657,elytron/head/pronotum,10,2024-03-15 11:19:09.687 +0100,
658,head/prothorax,10,2024-03-15 11:19:09.687 +0100,
659,prothorax,10,2024-03-15 11:19:09.687 +0100,
660,stem/rhizome,10,2024-03-15 11:19:09.687 +0100,
661,utricle,10,2024-03-15 11:19:09.687 +0100,
662,stipe,10,2024-03-15 11:19:09.687 +0100,
663,seed capsule,10,2024-03-15 11:19:09.687 +0100,
664,labrum,10,2024-03-15 11:19:09.687 +0100,
665,head/prothorax/scutellum,10,2024-03-15 11:19:09.687 +0100,
666,head/prothorax/wing,10,2024-03-15 11:19:09.687 +0100,
667,prothorax/wing,10,2024-03-15 11:19:09.687 +0100,
668,various elements,10,2024-03-15 11:19:09.687 +0100,
669,terminalia,10,2024-03-15 11:19:09.687 +0100,
670,gaster,10,2024-03-15 11:19:09.687 +0100,
671,chelicera,10,2024-03-15 11:19:09.687 +0100,
672,"sporangium, large",10,2024-03-15 11:19:09.687 +0100,
673,"sporangium, small",10,2024-03-15 11:19:09.687 +0100,
674,sorus,10,2024-03-15 11:19:09.687 +0100,
675,syncarp,10,2024-03-15 11:19:09.687 +0100,
676,pericarp,10,2024-03-15 11:19:09.687 +0100,
677,forceps,10,2024-03-15 11:19:09.687 +0100,
678,hoof,10,2024-03-15 11:19:09.687 +0100,
679,bone and tooth,10,2024-03-15 11:19:09.687 +0100,
680,legume,10,2024-03-15 11:19:09.687 +0100,
681,pappus,10,2024-03-15 11:19:09.687 +0100,
682,branch,10,2024-03-15 11:19:09.687 +0100,
683,areole/spine,10,2024-03-15 11:19:09.687 +0100,
684,bud/needle,10,2024-03-15 11:19:09.687 +0100,
685,remain,10,2024-03-15 11:19:09.687 +0100,
686,"shoot, short",10,2024-03-15 11:19:09.687 +0100,
687,invertebrate undiff.,10,2024-03-15 11:19:09.687 +0100,
688,petrous,10,2024-03-15 11:19:09.687 +0100,
689,"carpal, ulnar",10,2024-03-15 11:19:09.687 +0100,
690,"carpal, intermediate",10,2024-03-15 11:19:09.687 +0100,
691,"carpal, radial",10,2024-03-15 11:19:09.687 +0100,
692,"carpal, second",10,2024-03-15 11:19:09.687 +0100,
693,"carpal, third",10,2024-03-15 11:19:09.687 +0100,
694,"carpal, fourth",10,2024-03-15 11:19:09.687 +0100,
695,"tarsal, central",10,2024-03-15 11:19:09.687 +0100,
696,"tarsal, central/fourth",10,2024-03-15 11:19:09.687 +0100,
697,"tarsal, first",10,2024-03-15 11:19:09.687 +0100,
698,"tarsal, fourth",10,2024-03-15 11:19:09.687 +0100,
699,"tarsal, second",10,2024-03-15 11:19:09.687 +0100,
700,"tarsal, second/third",10,2024-03-15 11:19:09.687 +0100,
701,"tarsal, third",10,2024-03-15 11:19:09.687 +0100,
702,amerospore,10,2024-03-15 11:19:09.687 +0100,
703,150-250 µm,10,2024-03-15 11:19:09.687 +0100,
704,< 10 µm,10,2024-03-15 11:19:09.687 +0100,
705,7-180 µm,10,2024-03-15 11:19:09.687 +0100,
706,>45 µm,10,2024-03-15 11:19:09.687 +0100,
707,phragmoascospore,10,2024-03-15 11:19:09.687 +0100,
708,didymoascospore,10,2024-03-15 11:19:09.687 +0100,
709,phragmoconidium,10,2024-03-15 11:19:09.687 +0100,
710,thallus,10,2024-03-15 11:19:09.687 +0100,
711,">125 µm, arboreal",10,2024-03-15 11:19:09.687 +0100,
712,seed pod,10,2024-03-15 11:19:09.687 +0100,
713,5-250 µm,10,2024-03-15 11:19:09.687 +0100,
714,180-250 µm,10,2024-03-15 11:19:09.687 +0100,
715,10-100 μm,10,2024-03-15 11:19:09.687 +0100,
716,batch number,10,2024-03-15 11:19:09.687 +0100,
717,opening diameter,10,2024-03-15 11:19:09.687 +0100,
718,opening area,10,2024-03-15 11:19:09.687 +0100,
719,<150 µm,10,2024-03-15 11:19:09.687 +0100,
720,frozen carcass,10,2024-03-15 11:19:09.687 +0100,
721,5-100 µm,10,2024-03-15 11:19:09.687 +0100,
722,10-160 µm,10,2024-03-15 11:19:09.687 +0100,
723,<35 µm,10,2024-03-15 11:19:09.687 +0100,
724,>160 µm,10,2024-03-15 11:19:09.687 +0100,
725,>35 µm,10,2024-03-15 11:19:09.687 +0100,
726,>1 mm,10,2024-03-15 11:19:09.687 +0100,
727,>2 mm,10,2024-03-15 11:19:09.687 +0100,
728,case,10,2024-03-15 11:19:09.687 +0100,
729,leaf scar,10,2024-03-15 11:19:09.687 +0100,
730,microsporophyll,10,2024-03-15 11:19:09.687 +0100,
731,catkin bract,10,2024-03-15 11:19:09.687 +0100,
732,node,10,2024-03-15 11:19:09.687 +0100,
733,ovule scale,10,2024-03-15 11:19:09.687 +0100,
734,plant case,10,2024-03-15 11:19:09.687 +0100,
735,stone case,10,2024-03-15 11:19:09.687 +0100,
736,arcellinida case,10,2024-03-15 11:19:09.687 +0100,
737,bark/needle base,10,2024-03-15 11:19:09.687 +0100,
738,leaf vein,10,2024-03-15 11:19:09.687 +0100,
739,"twig, with bark",10,2024-03-15 11:19:09.687 +0100,
740,organic,10,2024-03-15 11:19:09.687 +0100,
741,>63 µm,10,2024-03-15 11:19:09.687 +0100,
742,sterigma,10,2024-03-15 11:19:09.687 +0100,
743,lemma,10,2024-03-15 11:19:09.687 +0100,
744,10-250 µm,10,2024-03-15 11:19:09.687 +0100,
745,conidiophore,10,2024-03-15 11:19:09.687 +0100,
746,ivory,10,2024-03-15 11:19:09.687 +0100,
747,feces,10,2024-03-15 11:19:09.687 +0100,
748,20-50 µm,10,2024-03-15 11:19:09.687 +0100,
749,<20 µm,10,2024-03-15 11:19:09.687 +0100,
750,"capsule, cap",10,2024-03-15 11:19:09.687 +0100,
751,perigynium/seed,10,2024-03-15 11:19:09.687 +0100,
752,spindle,10,2024-03-15 11:19:09.687 +0100,
753,biogenic silica,10,2024-03-15 11:19:09.687 +0100,
754,bud/bud scale,10,2024-03-15 11:19:09.687 +0100,
755,scar tree,10,2024-03-15 11:19:09.687 +0100,
756,"metacarpal, front limb",10,2024-03-15 11:19:09.687 +0100,
757,"metacarpal, rear limb",10,2024-03-15 11:19:09.687 +0100,
758,"carpal, central",10,2024-03-15 11:19:09.687 +0100,
759,"carpal, second/third",10,2024-03-15 11:19:09.687 +0100,
760,"sesamoid, distal",10,2024-03-15 11:19:09.687 +0100,
761,"sesamoid, lateral",10,2024-03-15 11:19:09.687 +0100,
762,"sesamoid, medial",10,2024-03-15 11:19:09.687 +0100,
763,appendicular,10,2024-03-15 11:19:09.687 +0100,
764,female catkin,10,2024-03-15 11:19:09.687 +0100,
765,male catkin,10,2024-03-15 11:19:09.687 +0100,
766,cone scale,10,2024-03-15 11:19:09.687 +0100,
767,parenchyma cell,10,2024-03-15 11:19:09.687 +0100,
768,ascocarp,10,2024-03-15 11:19:09.687 +0100,
769,hyphopodium,10,2024-03-15 11:19:09.687 +0100,
770,bract/samara,10,2024-03-15 11:19:09.687 +0100,
771,>710 µm,10,2024-03-15 11:19:09.687 +0100,
772,50-150 µm,10,2024-03-15 11:19:09.687 +0100,
773,150-1000 µm,10,2024-03-15 11:19:09.687 +0100,
774,>1000 µm,10,2024-03-15 11:19:09.687 +0100,
775,melaleuca quinquenervia,10,2024-03-15 11:19:09.687 +0100,
776,bulk,10,2024-03-15 11:19:09.687 +0100,
777,12-16 µm,10,2024-03-15 11:19:09.687 +0100,
778,28-32 µm,10,2024-03-15 11:19:09.687 +0100,
779,24-28 µm,10,2024-03-15 11:19:09.687 +0100,
780,32-36 µm,10,2024-03-15 11:19:09.687 +0100,
781,16-20 µm,10,2024-03-15 11:19:09.687 +0100,
782,44-48 µm,10,2024-03-15 11:19:09.687 +0100,
783,36-40 µm,10,2024-03-15 11:19:09.687 +0100,
784,40-44 µm,10,2024-03-15 11:19:09.687 +0100,
785,4-8 µm,10,2024-03-15 11:19:09.687 +0100,
786,20-24 µm,10,2024-03-15 11:19:09.687 +0100,
787,48-52 µm,10,2024-03-15 11:19:09.687 +0100,
788,52-56 µm,10,2024-03-15 11:19:09.687 +0100,
789,56-60 µm,10,2024-03-15 11:19:09.687 +0100,
790,60-64 µm,10,2024-03-15 11:19:09.687 +0100,
791,64-68 µm,10,2024-03-15 11:19:09.687 +0100,
792,68-72 µm,10,2024-03-15 11:19:09.687 +0100,
793,72-76 µm,10,2024-03-15 11:19:09.687 +0100,
794,76-80 µm,10,2024-03-15 11:19:09.687 +0100,
795,8-12 µm,10,2024-03-15 11:19:09.687 +0100,
796,80-84 µm,10,2024-03-15 11:19:09.687 +0100,
797,84-88 µm,10,2024-03-15 11:19:09.687 +0100,
798,92-96 µm,10,2024-03-15 11:19:09.687 +0100,
799,88-92 µm,10,2024-03-15 11:19:09.687 +0100,
800,>95 µm,10,2024-03-15 11:19:09.687 +0100,
801,weight,10,2024-03-15 11:19:09.687 +0100,
802,150-500 μm,10,2024-03-15 11:19:09.687 +0100,
803,500-1180 μm,10,2024-03-15 11:19:09.687 +0100,
804,needle; base,10,2024-03-15 11:19:09.687 +0100,
805,needle; tip,10,2024-03-15 11:19:09.687 +0100,
806,needle; middle,10,2024-03-15 11:19:09.687 +0100,
807,needle; shaft,10,2024-03-15 11:19:09.687 +0100,
808,cone,10,2024-03-15 11:19:09.687 +0100,
809,150-425 μm,10,2024-03-15 11:19:09.687 +0100,
810,425-1180 μm,10,2024-03-15 11:19:09.687 +0100,
811,cone scale bract,10,2024-03-15 11:19:09.687 +0100,
812,frond,10,2024-03-15 11:19:09.687 +0100,
813,leaf scale,10,2024-03-15 11:19:09.687 +0100,
814,50-500 µm,10,2024-03-15 11:19:09.687 +0100,
815,25-100 µm,10,2024-03-15 11:19:09.687 +0100,
816,grain,10,2024-03-15 11:19:09.687 +0100,
817,leaf-hair base,10,2024-03-15 11:19:09.687 +0100,
818,star cell,10,2024-03-15 11:19:09.687 +0100,
819,trichosclereid,10,2024-03-15 11:19:09.687 +0100,
820,<10 µm,10,2024-03-15 11:19:09.687 +0100,
821,10-25 µm,10,2024-03-15 11:19:09.687 +0100,
822,charred epidermis,10,2024-03-15 11:19:09.687 +0100,
823,root hair,10,2024-03-15 11:19:09.687 +0100,
824,root yellowish cells,10,2024-03-15 11:19:09.687 +0100,
825,<180 µm,10,2024-03-15 11:19:09.687 +0100,
826,dry specific weight,10,2024-03-15 11:19:09.687 +0100,
827,"catkin scale, female",10,2024-03-15 11:19:09.687 +0100,
828,charcoal,10,2024-03-15 11:19:09.687 +0100,
829,leaf/leaf fragment,10,2024-03-15 11:19:09.687 +0100,
830,water mass %,10,2024-03-15 11:19:09.687 +0100,
831,budscale,10,2024-03-15 11:19:09.687 +0100,
832,plant,10,2024-03-15 11:19:09.687 +0100,
833,decomposition,10,2024-03-15 11:19:09.687 +0100,
834,soil,10,2024-03-15 11:19:09.687 +0100,
835,stone,10,2024-03-15 11:19:09.687 +0100,
836,faecal pellet,10,2024-03-15 11:19:09.687 +0100,
837,macroremains,10,2024-03-15 11:19:09.687 +0100,
838,dry specific gravity,10,2024-03-15 11:19:09.687 +0100,
839,wet specific gravity,10,2024-03-15 11:19:09.687 +0100,
840,518 nm light transmission,10,2024-03-15 11:19:09.687 +0100,
841,branch periderm,10,2024-03-15 11:19:09.687 +0100,
842,carapax,10,2024-03-15 11:19:09.687 +0100,
843,cf. budscale,10,2024-03-15 11:19:09.687 +0100,
844,cf. stem,10,2024-03-15 11:19:09.687 +0100,
845,fragment (black),10,2024-03-15 11:19:09.687 +0100,
846,fragment (brown),10,2024-03-15 11:19:09.687 +0100,
847,fragment (forked),10,2024-03-15 11:19:09.687 +0100,
848,leaf callus,10,2024-03-15 11:19:09.687 +0100,
849,leaf sheath,10,2024-03-15 11:19:09.687 +0100,
850,needle base,10,2024-03-15 11:19:09.687 +0100,
851,seed (brown),10,2024-03-15 11:19:09.687 +0100,
852,spine/mandible,10,2024-03-15 11:19:09.687 +0100,
853,bud (unripe),10,2024-03-15 11:19:09.687 +0100,
854,bud (young),10,2024-03-15 11:19:09.687 +0100,
855,fibre,10,2024-03-15 11:19:09.687 +0100,
856,wood fragment (large),10,2024-03-15 11:19:09.687 +0100,
857,wood fragment (small),10,2024-03-15 11:19:09.687 +0100,
858,yr/cm,10,2024-03-15 11:19:09.687 +0100,
859,flux,10,2024-03-15 11:19:09.687 +0100,
860,0-50 µm,10,2024-03-15 11:19:09.687 +0100,
861,DNA,10,2024-03-15 11:19:09.687 +0100,
862,grains/cm²/yr,10,2024-03-15 11:19:09.687 +0100,
863,pollen/cm²/yr,10,2024-03-15 11:19:09.687 +0100,
864,"head, pronotum, left elytron, right elytron",10,2024-03-15 11:19:09.687 +0100,
865,"pronotum, left elytron, right elytron",10,2024-03-15 11:19:09.687 +0100,
866,"head, left elytron, right elytron",10,2024-03-15 11:19:09.687 +0100,
867,"pronotum,,left elytron, right elytron",10,2024-03-15 11:19:09.687 +0100,
868,left elytron,10,2024-03-15 11:19:09.687 +0100,
869,right elytron,10,2024-03-15 11:19:09.687 +0100,
870,"head, pronotum",10,2024-03-15 11:19:09.687 +0100,
871,"head, left elytron",10,2024-03-15 11:19:09.687 +0100,
872,"left elytron, right elytron",10,2024-03-15 11:19:09.687 +0100,
873,"head, right elytron",10,2024-03-15 11:19:09.687 +0100,
874,250-500 µm,10,2024-03-15 11:19:09.687 +0100,
875,cephalothoraces,10,2024-03-15 11:19:09.687 +0100,
876,cephalothorax,10,2024-03-15 11:19:09.687 +0100,
877,elytra,10,2024-03-15 11:19:09.687 +0100,
878,"head, pronotum, elytra",10,2024-03-15 11:19:09.687 +0100,
879,"pronotum, elytra",10,2024-03-15 11:19:09.687 +0100,
880,"head, pronotum, elytron",10,2024-03-15 11:19:09.687 +0100,
881,"head, elytra",10,2024-03-15 11:19:09.687 +0100,
882,"head, elytron",10,2024-03-15 11:19:09.687 +0100,
883,"pronotum, elytron",10,2024-03-15 11:19:09.687 +0100,
884,"pronotum, hemelytron",10,2024-03-15 11:19:09.687 +0100,
885,"head, pronota, elytra",10,2024-03-15 11:19:09.687 +0100,
886,250-500 μm,10,2024-03-15 11:19:09.687 +0100,
887,bark and cone-scale fragments,10,2024-03-15 11:19:09.687 +0100,
888,branchlet with leaf-scars,10,2024-03-15 11:19:09.687 +0100,
889,bud-scale,10,2024-03-15 11:19:09.687 +0100,
890,bud-scales and anthers,10,2024-03-15 11:19:09.687 +0100,
891,bark and cone scale fragments,10,2024-03-15 11:19:09.687 +0100,
892,branchlet with leaf scars,10,2024-03-15 11:19:09.687 +0100,
893,bud scales and anthers,10,2024-03-15 11:19:09.687 +0100,
894,female catkin scale,10,2024-03-15 11:19:09.687 +0100,
895,female cone scale,10,2024-03-15 11:19:09.687 +0100,
896,leaf fragment,10,2024-03-15 11:19:09.687 +0100,
897,male cone,10,2024-03-15 11:19:09.687 +0100,
898,needle cushion,10,2024-03-15 11:19:09.687 +0100,
899,nut scale,10,2024-03-15 11:19:09.687 +0100,
900,short-shoot,10,2024-03-15 11:19:09.687 +0100,
901,"pronotum, left elytron",10,2024-03-15 11:19:09.687 +0100,
902,"pronotum, right elytron",10,2024-03-15 11:19:09.687 +0100,
903,frontoclypeal segment,10,2024-03-15 11:19:09.687 +0100,
904,"head, pronotum, right elytron",10,2024-03-15 11:19:09.687 +0100,
905,"head, pronotum, left elytron",10,2024-03-15 11:19:09.687 +0100,
906,insects and feathers,10,2024-03-15 11:19:09.687 +0100,
907,uncertainty conc,10,2024-03-15 11:19:09.687 +0100,
