"CHRONLGYID","NEO_UNITID","AGETYPEID","CONTACTID","IS_DEFAULT","CHRONNAME","PREPDATE","AGEMODEL","AGEYOUNG","AGEOLD","CHRONNOTE","UNITID"
10081,13478,2,7591,"true","Grossman 2011BP","08/03/2016","individually dated analysis units",200,317,"Chronology based on archaeological artifacts (ceramics, glass, clay smoking pipes) and historical documentation.",NA
10082,13478,3,7591,"true","Grossman 2011AD","08/03/2016","individually dated analysis units",1750,1633,"Chronology based on archaeological artifacts (ceramics, glass, clay smoking pipes) and historical documentation.",NA
10083,13479,9,6911,"true","Chron 1","29/01/2016","individually dated analysis units",16300,20370,"",NA
10084,13480,9,6911,"true","Chron 1","29/01/2016","individually dated analysis units",16530,18110,"",NA
10085,13481,9,6911,"true","Chron 1","29/01/2016","individually dated analysis units",19050,25530,"",NA
10087,13483,2,6829,"true","Neotoma 1","29/05/2015","Individually dated analysis unit",2580000,3600000,"",NA
10088,13484,2,44,"true","Collection date","11/03/2016","collection date",-43,-43,"",NA
10089,13485,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10090,13486,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10091,13487,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10092,13488,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10093,13489,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10094,13490,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10095,13491,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10096,13492,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10097,13493,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10098,500,9,44,"true","Neotoma 1","11/03/2016","Bacon",-30,13520,"Based on IntCal13 calibration curve. Due to a kink in the accumulation rate at the lithologic change at 557 cm, a 2-year hiatus was introduced at 557 cm to force the memory to zero. Bacon command line:Bacon('COTTONWD',thick=10,hiatus.depths=557,hiatus.mean=2,acc.mean=c(30,10),d.max=1004,depths.file=TRUE)Bacon settings file:316 #d.min1004 #d.max1 #d.by1 #depths.fileNA #slump30 10 #acc.mean1.5 1.5 #acc.shape0.7 #mem.mean4 #mem.strength557 #hiatus.depths2 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
10099,13494,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10100,13495,2,7126,"true","Collection date","11/03/2016","collection date",-46,-46,"",NA
10101,13496,9,6911,"true","Chron 1","28/01/2016","individually dated anlysis units",17410,21870,"",NA
10102,13497,9,6911,"true","Chron 1","28/01/2016","individually dated anlysis units",18510,19550,"",NA
11104,14499,2,44,"true","Collection date","15/03/2016","collection date",-70,-60,"",NA
11105,14500,2,44,"true","Collection date","15/03/2016","collection date",-70,-60,"",NA
11106,14501,2,44,"true","Collection date","15/03/2016","collection date",-43,-43,"",NA
11107,14502,2,44,"true","Collection date","15/03/2016","collection date",-43,-43,"",NA
11108,14503,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11109,14504,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11110,14505,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11111,14506,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11112,14507,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11113,14508,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11114,14509,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11115,14510,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11116,14511,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11117,14512,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11118,14513,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11119,14514,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11120,14515,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11121,14516,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11122,14517,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11123,14518,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11124,14519,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11125,14520,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11126,14521,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11127,14522,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11128,14523,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11129,14524,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11130,14525,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11131,14526,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11132,14527,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11133,14528,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11134,14529,2,7126,"true","Collection date","17/03/2016","collection date",-46,-46,"",NA
11135,14530,9,936,"false","Neotoma 1","17/03/2016","Bacon",-50,6460,"Age model based on IntCal13 calibration curve.\n\nBacon command line: \nBacon('NASKAK',d.max=240,acc.mean=50,depths.file=TRUE)\n\nBacon settings: \n0 #d.min\n240 #d.max\n1 #d.by\n1 #depths.file\nNA #slump\n50 #acc.mean\n1.5 #acc.shape\n0.7 #mem.mean\n4 #mem.strength\nNA #hiatus.depths\n1000 #hiatus.mean\n1 #hiatus.shape\n0 #BCAD\n1 #cc\n0 #postbomb\nIntCal13 #cc1\nMarine13 #cc2\nSHCal13 #cc3\nConstCal #cc4\ncm #unit\n0 #normal\n3 #t.a\n4 #t.b\n0 #d.R\n0 #d.STD\n0.95 #prob",NA
11136,14531,9,936,"true","Neotoma","17/03/2016","Bacon",-50,12540,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon('AGHNAGHA',d.max=405,acc.mean=50,depths.file=TRUE)Bacon settings:0 #d.min405 #d.max1 #d.by1 #depths.fileNA #slump50 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
11137,14532,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11138,14533,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11139,14534,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11140,14535,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11141,14536,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11142,14537,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11143,14538,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11144,14539,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11145,14540,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11146,14541,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11147,14542,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11148,14543,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11149,14544,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11150,14545,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11151,14546,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11152,14547,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11153,14548,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11154,14549,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11155,14550,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11156,14551,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11157,14552,2,7126,"true","Collection date","18/03/2016","collection date",-46,-46,"",NA
11158,14555,9,NA,"false","Chron 1","","third ord. polynom.",-50,6060,"",NA
11159,14555,9,7126,"true","Neotoma 2015","10/09/2015","Bacon",-60,5640,"thickness not uniform?",NA
11160,14556,9,44,"true","Neotoma 2","21/03/2016","Bacon",13400,15600,"Based on IntCal13 calibration curve. The dates suggest a kink in the accumulation rate at the peat-silt boundary at 315 cm. Thus, a hiatus was introduced at 315 cm to force the memory to zero.Bacon .csv file:labID,age,error,depth,ccRadiocarbon,11200,250,285,1Radiocarbon,12400,60,310,1Deglaciation,12500,500,475,1Bacon command line:Bacon('NORWOOD',thick=5,hiatus.depths=315,hiatus.mean=2,acc.mean=c(40,7),d.min=244.5,depths.file=TRUE)Bacon settings file:244.5 #d.min475 #d.max1 #d.by1 #depths.fileNA #slump40 7 #acc.mean1.5 1.5 #acc.shape0.7 #mem.mean4 #mem.strength315 #hiatus.depths2 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
11162,11134,9,44,"true","Neotoma 2","21/03/2016","Bacon",13930,15520,"Based on IntCal13 calibration curve. The dates suggest a kink in the accumulation rate at the peat-silt boundary at 315 cm. Thus, a hiatus was introduced at 315 cm to force the memory to zero.Bacon .csv file:labID,age,error,depth,ccRadiocarbon,11200,250,285,1Radiocarbon,12400,60,310,1Deglaciation,12500,500,475,1Bacon command line:Bacon('NORWOOD',thick=5,hiatus.depths=315,hiatus.mean=2,acc.mean=c(40,7),d.min=244.5,depths.file=TRUE)Bacon settings file:244.5 #d.min475 #d.max1 #d.by1 #depths.fileNA #slump40 7 #acc.mean1.5 1.5 #acc.shape0.7 #mem.mean4 #mem.strength315 #hiatus.depths2 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
11163,14558,2,44,"true","Collection date","27/03/2016","collection date",-43,-43,"",NA
11164,14559,2,7126,"true","Collection date","28/03/2016","collection date",-57,-46,"",NA
11165,14560,9,1233,"false","Seppä et al. 2003","","polynom. interpolation",130,9070,"second order polynomial",NA
11166,14560,9,44,"true","Neotoma 1","29/03/2016","Bacon",100,9560,"Based on IntCal13 calibration curve.Bacon command line:Bacon('TK-2',thick=4,acc.mean=25,d.max=198,depths.file=TRUE)Bacon settings file:0 #d.min198 #d.max1 #d.by1 #depths.fileNA #slump25 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
11167,14561,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11168,14562,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11169,14563,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11170,14564,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11171,14565,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11172,14566,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11173,14567,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11174,14568,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11175,14569,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11176,14570,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11177,14571,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11178,14572,2,8614,"true","Collection date","30/03/2016","collection date",-62,-57,"",NA
11179,14573,9,7126,"true","Ruhland 2001","28/03/2016","Bacon",-40,9760,"Based on the IntCal13 calibration curve.Bacon command line:Bacon('TK-20',thick=1,acc.mean=100,d.max=83.25,depths.file=TRUE)Bacon settings file:0.5 #d.min80.25 #d.max1 #d.by1 #depths.fileNA #slump100 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
11180,14574,2,6829,"true","Neotoma 1","28/10/2015","Individually dated analysis units",24490,5333000,"",NA
11187,14580,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11188,14581,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11189,14582,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11190,14583,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11191,14584,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11192,14585,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11193,14586,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11194,14587,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11195,14588,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11196,14589,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11197,14590,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11198,14591,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11199,14592,2,8614,"true","Collection date","04/04/2016","collection date",-59,-58,"",NA
11200,14593,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11201,14594,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11202,14595,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11203,14596,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11204,14597,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11205,14598,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11206,14599,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11207,14600,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11208,14601,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11209,14602,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11210,14603,2,8614,"true","Collection date","05/04/2016","collection date",-61,-57,"",NA
11211,14604,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11212,14605,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11213,14606,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11214,14607,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11215,14608,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11216,14609,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11217,14610,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11218,14611,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11219,14612,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11220,14613,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11221,14614,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11222,14615,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11223,14616,2,8614,"true","Collection date","05/04/2016","collection date",-65,-57,"",NA
11224,14617,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11226,14619,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11227,14620,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11228,14621,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11229,14622,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11230,14623,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11231,14624,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11232,14625,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11233,14626,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11234,14627,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11235,14628,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11236,14629,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11237,14630,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11238,14631,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11239,14632,2,7126,"true","Collection date","05/04/2016","collection date",-46,-44,"",NA
11240,14633,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11241,14634,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11242,14635,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11243,14636,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11244,14637,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11245,14638,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11246,14639,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11247,14640,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11248,14641,2,8614,"true","Collection date","05/04/2016","collection date",-59,-58,"",NA
11249,14642,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11250,14643,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11251,14644,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11252,14645,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11253,14646,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11254,14647,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11255,14648,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11256,14649,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11257,14650,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11258,14651,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11259,14652,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11260,14653,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11261,14654,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11262,14655,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11263,14656,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11264,14657,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11265,14658,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11266,14659,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11267,14660,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11268,14661,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11269,14662,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11270,14663,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11271,14664,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11272,14665,2,7126,"true","Collection date","06/04/2016","collection date",-46,-44,"",NA
11273,14666,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11274,14667,2,44,"true","Collection date","06/04/2016","collection date",-43,-43,"",NA
11275,14668,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11276,14669,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11277,14670,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11278,14671,2,8614,"true","Collection date","06/04/2016","collection date",-59,-58,"",NA
11279,14672,2,7126,"true","Collection date","06/04/2016","collection date",-45,-45,"",NA
11280,14673,2,7126,"true","Collection date","06/04/2016","collection date",-45,-45,"",NA
11281,14674,2,7126,"true","Collection date","06/04/2016","collection date",-45,-45,"",NA
11282,14675,2,7126,"true","Collection date","06/04/2016","collection date",-45,-45,"",NA
11283,14676,9,6829,"true","Neotoma 1","06/04/2016","Individually dated analysis unit",17946,20045,"",NA
11284,14677,2,44,"true","Collection date","07/04/2016","collection date",-43,-43,"",NA
11285,14678,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11286,14679,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11287,14680,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11288,14681,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11289,14682,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11290,14683,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11291,14684,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11292,14685,2,7126,"true","Collection date","07/04/2016","collection date",-45,-45,"",NA
11293,14686,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11294,14687,2,7126,"true","Collection date","07/04/2016","collection date",-45,-45,"",NA
11295,14688,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11296,14689,2,7126,"true","Collection date","07/04/2016","collection date",-45,-45,"",NA
11297,14690,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11298,14691,2,7126,"true","Collection date","07/04/2016","collection date",-45,-45,"",NA
11299,14692,2,8614,"true","Collection date","07/04/2016","collection date",-59,-58,"",NA
11300,14693,2,7126,"true","Collection date","07/04/2016","collection date",-45,-45,"",NA
11301,14694,2,44,"true","Collection date","07/04/2016","collection date",-43,-43,"",NA
11302,14695,9,6829,"true","Neotoma 1","07/04/2016","Individually dated analysis unit",3994,32489,"",NA
11303,14696,2,8614,"true","Collection date","08/04/2016","collection date",-60,-60,"",NA
11304,14697,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11305,14698,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11306,14699,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11307,14700,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11308,14701,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11309,14702,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11310,14703,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11311,14704,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11312,14705,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11313,14706,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11314,14707,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11315,14708,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11316,14709,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11317,14710,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11318,14711,2,7126,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11319,14712,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11320,14713,2,7126,"true","Collection date","08/04/2016","collection date",-46,-46,"",NA
11321,14714,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11322,14715,2,7126,"true","Collection date","08/04/2016","collection date",-46,-46,"",NA
11323,14716,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11324,14717,2,7126,"true","Collection date","08/04/2016","collection date",-46,-46,"",NA
11325,14718,2,7126,"true","Collection date","08/04/2016","collection date",-46,-46,"",NA
11326,14719,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11327,14720,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11328,14721,2,8614,"true","Collection date","08/04/2016","collection date",-60,-59,"",NA
11329,14722,2,6829,"true","Neotoma 1","08/04/2016","Individually dated analysis unit",665,765,"",NA
11330,14723,2,44,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11331,14724,2,44,"true","Collection date","08/04/2016","collection date",-41,-41,"",NA
11332,14725,2,44,"true","Collection date","08/04/2016","collection date",-43,-43,"",NA
11333,14726,2,44,"true","Collection date","08/04/2016","collection date",-45,-45,"",NA
11334,14727,2,44,"true","Collection date","09/04/2016","collection date",-43,-43,"",NA
11335,14728,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11336,14729,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11337,14730,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11338,14731,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11339,14732,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11340,14733,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11341,14734,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11342,14735,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11343,14736,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11344,14737,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11345,14738,2,8614,"true","Collection date","11/04/2016","collection date",-60,-59,"",NA
11346,14739,9,44,"false","Grimm et al. 2006","01/01/2006","Heegaard spline",770,60880,"This age model is used in Grimm et al. (2006). The dates younger than 20,000 14C yr BP were calibrated with CALIB 5.0.2 using the IntCal04 calibration curve. The older dates were calibrated with the Fairbanks Radiocarbon Calibration Program (Fairbanks et al., 2005) using the Fairbanks0805 calibration curve (http://www.radiocarbon.ldeo.columbia.edu/research/radiocarbon.htm). The age model used the mixed-effect regression model of Heegaard et al. (2005), which utilizes the 68% age ranges, fits a cubic spline through these, and assigns a 95% confidence interval to interpolated sample dates. The bottom two chron controls are Pinus peaks correlated to Heinrich events 5 and 6 using the dates assigned by Stoner et al. (2000).",NA
11347,14739,9,44,"false","Neotoma 1","02/06/2010","LERP",980,60780,"Dates calibrated with BCal using the IntCal09 calibration curve. Dates at the same level were pooled. The bottom chron control is a Pinus peak correlated to Heinrich 6 using the date assigned by Stoner et al. (2000).",NA
11348,14739,9,44,"false","Jacobson et al. 2012","19/03/2012","Bacon",840,56710,"Based on IntCal09 calibration curve. The median ages were smoothed with a LOWESS model using a 1000-yr window to reduce the variability in the sample-to-sample age differences for the purposes of calculating fluxes. The bottom chron control is the Pinus peak correlated to Heinrich event 6 using the dates assigned by Stoner et al. (2000).",NA
